customer_id,total_orders,total_units,total_revenue,total_profit,first_order_date,last_order_date,aov,profit_margin,customer_type,recency,R_score,F_score,M_score,RFM_score,segment,activity_status
11020,4,15.0,72331.44,26616.65,2024-07-08,2025-07-28,18082.86,36.8,Repeat,157,3,3,4,334,Potential Loyalists,At Risk
11021,5,14.0,85330.53,23234.15,2024-03-20,2025-07-23,17066.11,27.23,Repeat,162,3,4,4,344,Potential Loyalists,At Risk
11022,1,1.0,851.65,408.02,2025-02-12,2025-02-12,851.65,47.91,One-time,323,1,1,1,111,Lost Customers,Inactive
11023,4,9.0,68280.59,24482.69,2024-04-24,2025-08-04,17070.15,35.86,Repeat,150,3,3,4,334,Potential Loyalists,At Risk
11024,4,8.0,23233.48,10436.81,2024-02-25,2025-10-05,5808.37,44.92,Repeat,88,4,3,2,432,Loyal Customers,Active
11025,4,12.0,199069.53999999998,99821.80000000002,2024-07-25,2025-06-17,49767.38,50.14,Repeat,198,2,3,5,235,At Risk,Inactive
11026,3,15.0,86396.72,26055.23,2024-08-31,2025-08-04,28798.91,30.16,Repeat,150,3,2,4,324,Potential Loyalists,At Risk
11027,2,3.0,6369.85,2935.89,2024-09-15,2025-08-15,3184.92,46.09,Repeat,139,3,1,1,311,Potential Loyalists,At Risk
11028,6,12.0,44923.58,23692.68,2024-06-15,2025-10-28,7487.26,52.74,Repeat,65,4,5,3,453,Loyal Customers,Active
11029,1,3.0,20115.76,10288.64,2025-11-26,2025-11-26,20115.76,51.15,One-time,36,5,1,2,512,New Customers,Active
11030,1,1.0,2499.83,1282.26,2024-10-27,2024-10-27,2499.83,51.29,One-time,431,1,1,1,111,Lost Customers,Inactive
11031,5,12.0,107685.08,47279.64,2024-01-30,2025-12-14,21537.02,43.91,Repeat,18,5,4,5,545,Champions,Active
11032,2,6.0,148906.89,58603.19,2025-05-05,2025-09-21,74453.45,39.36,Repeat,102,4,1,5,415,New Customers,At Risk
11033,5,11.0,45212.020000000004,20430.27,2024-01-11,2025-08-08,9042.4,45.19,Repeat,146,3,4,3,343,Potential Loyalists,At Risk
11034,3,10.0,44284.75,17254.48,2024-10-22,2025-05-08,14761.58,38.96,Repeat,238,2,2,3,223,Lost Customers,Inactive
11035,3,11.0,57983.24999999999,23216.57,2024-10-30,2025-08-05,19327.75,40.04,Repeat,149,3,2,4,324,Potential Loyalists,At Risk
11036,1,1.0,2265.41,963.4,2025-10-25,2025-10-25,2265.41,42.53,One-time,68,4,1,1,411,New Customers,Active
11037,4,18.0,68496.20999999999,29888.13,2024-07-25,2025-02-25,17124.05,43.63,Repeat,310,2,3,4,234,At Risk,Inactive
11038,3,8.0,27847.26,11534.79,2024-01-16,2025-07-24,9282.42,41.42,Repeat,161,3,2,2,322,Potential Loyalists,At Risk
11039,4,8.0,26169.59,11509.86,2024-01-23,2025-11-04,6542.4,43.98,Repeat,58,4,3,2,432,Loyal Customers,Active
11040,3,6.0,105373.57,49396.1,2024-07-18,2025-06-09,35124.52,46.88,Repeat,206,2,2,5,225,Lost Customers,Inactive
11041,1,1.0,430.83,135.09,2024-10-24,2024-10-24,430.83,31.36,One-time,434,1,1,1,111,Lost Customers,Inactive
11042,2,6.0,114333.84000000001,61286.89,2024-05-29,2024-11-12,57166.92,53.6,Repeat,415,1,1,5,115,Lost Customers,Inactive
11043,5,18.0,272693.14999999997,108121.23999999999,2024-12-10,2025-09-23,54538.63,39.65,Repeat,100,4,4,5,445,Champions,At Risk
11044,7,18.0,46824.97,23028.4,2024-01-13,2025-09-16,6689.28,49.18,Repeat,107,4,5,3,453,Loyal Customers,At Risk
11045,3,5.0,7216.320000000001,3081.69,2024-11-01,2025-09-20,2405.44,42.7,Repeat,103,4,2,1,421,New Customers,At Risk
11046,3,10.0,125906.43,63213.97,2025-06-18,2025-10-04,41968.81,50.21,Repeat,89,4,2,5,425,New Customers,Active
11047,5,18.0,97094.68,43786.46,2024-01-21,2025-11-20,19418.94,45.1,Repeat,42,5,4,4,544,Champions,Active
11048,2,7.0,30715.890000000003,9823.92,2024-12-18,2025-12-14,15357.95,31.98,Repeat,18,5,1,2,512,New Customers,Active
11049,2,5.0,24814.09,9027.390000000001,2024-03-14,2024-07-10,12407.04,36.38,Repeat,540,1,1,2,112,Lost Customers,Inactive
11050,6,21.0,141356.42,63409.78,2024-04-12,2025-03-21,23559.4,44.86,Repeat,286,2,5,5,255,At Risk,Inactive
11051,3,8.0,13860.47,5115.01,2024-01-03,2024-06-01,4620.16,36.9,Repeat,579,1,2,1,121,Lost Customers,Inactive
11052,5,9.0,149320.82,67659.07,2024-06-22,2025-10-12,29864.16,45.31,Repeat,81,4,4,5,445,Champions,Active
11053,4,13.0,81167.04,28240.33,2024-01-31,2025-12-26,20291.76,34.79,Repeat,6,5,3,4,534,Loyal Customers,Active
11056,5,14.0,50859.99,20228.71,2024-06-04,2025-11-29,10172.0,39.77,Repeat,33,5,4,3,543,Loyal Customers,Active
11057,1,1.0,62649.22,32433.21,2025-09-01,2025-09-01,62649.22,51.77,One-time,122,3,1,4,314,Potential Loyalists,At Risk
11058,3,6.0,11056.57,4655.77,2024-01-10,2025-08-01,3685.52,42.11,Repeat,153,3,2,1,321,Potential Loyalists,At Risk
11059,5,13.0,38562.3,16023.279999999999,2024-01-05,2025-09-05,7712.46,41.55,Repeat,118,3,4,3,343,Potential Loyalists,At Risk
11060,2,4.0,19950.28,9637.050000000001,2025-03-13,2025-07-07,9975.14,48.31,Repeat,178,3,1,2,312,Potential Loyalists,At Risk
11061,4,12.0,97413.55,42826.0,2024-05-20,2025-10-19,24353.39,43.96,Repeat,74,4,3,5,435,Loyal Customers,Active
11062,1,2.0,20932.17,9730.07,2024-09-17,2024-09-17,20932.17,46.48,One-time,471,1,1,2,112,Lost Customers,Inactive
11063,1,2.0,23830.18,10411.33,2024-10-17,2024-10-17,23830.18,43.69,One-time,441,1,1,2,112,Lost Customers,Inactive
11064,5,20.0,51741.32,20231.11,2024-05-14,2025-11-29,10348.26,39.1,Repeat,33,5,4,3,543,Loyal Customers,Active
11065,5,9.0,18744.98,9393.41,2024-02-04,2025-12-31,3749.0,50.11,Repeat,1,5,4,2,542,Loyal Customers,Active
11066,2,2.0,3495.37,1129.4,2024-08-18,2025-07-24,1747.68,32.31,Repeat,161,3,1,1,311,Potential Loyalists,At Risk
11067,2,4.0,16003.460000000001,7425.84,2024-06-18,2025-07-16,8001.73,46.4,Repeat,169,3,1,2,312,Potential Loyalists,At Risk
11068,7,20.0,108385.84,52461.240000000005,2024-02-02,2025-09-26,15483.69,48.4,Repeat,97,4,5,5,455,Champions,At Risk
11069,5,14.0,62876.74,31397.27,2024-07-24,2025-12-09,12575.35,49.93,Repeat,23,5,4,4,544,Champions,Active
11070,4,14.0,31807.42,13223.57,2024-06-16,2025-10-02,7951.86,41.57,Repeat,91,4,3,2,432,Loyal Customers,At Risk
11071,3,6.0,58869.14,20698.78,2024-09-23,2025-09-15,19623.05,35.16,Repeat,108,4,2,4,424,New Customers,At Risk
11072,2,6.0,92386.42,47912.13,2024-04-27,2025-12-14,46193.21,51.86,Repeat,18,5,1,4,514,New Customers,Active
11073,2,3.0,7266.56,3066.19,2024-01-04,2025-01-21,3633.28,42.2,Repeat,345,1,1,1,111,Lost Customers,Inactive
11074,5,15.0,69892.42,25755.2,2024-09-25,2025-12-08,13978.48,36.85,Repeat,24,5,4,4,544,Champions,Active
11075,4,5.0,19046.17,7967.67,2024-02-01,2025-01-05,4761.54,41.83,Repeat,361,1,3,2,132,At Risk,Inactive
11076,2,3.0,7741.35,3740.82,2024-06-04,2025-09-03,3870.68,48.32,Repeat,120,3,1,1,311,Potential Loyalists,At Risk
11077,4,7.0,54073.08,18441.22,2024-06-18,2025-09-26,13518.27,34.1,Repeat,97,4,3,3,433,Loyal Customers,At Risk
11078,6,19.0,55666.21,25243.86,2024-05-01,2025-08-27,9277.7,45.35,Repeat,127,3,5,3,353,Potential Loyalists,At Risk
11079,4,12.0,77065.18000000001,30490.26,2024-03-23,2025-10-16,19266.3,39.56,Repeat,77,4,3,4,434,Loyal Customers,Active
11080,6,12.0,78213.84,33604.89,2024-01-30,2025-09-13,13035.64,42.97,Repeat,110,3,5,4,354,Potential Loyalists,At Risk
11081,6,20.0,87647.41,37508.22,2024-01-29,2025-06-01,14607.9,42.79,Repeat,214,2,5,4,254,At Risk,Inactive
11082,1,2.0,11028.02,6657.8,2025-08-30,2025-08-30,11028.02,60.37,One-time,124,3,1,1,311,Potential Loyalists,At Risk
11083,3,8.0,24866.53,10228.68,2024-08-03,2025-10-04,8288.84,41.13,Repeat,89,4,2,2,422,New Customers,Active
11084,2,11.0,95249.06,42027.11,2025-01-28,2025-05-05,47624.53,44.12,Repeat,241,2,1,4,214,Lost Customers,Inactive
11085,8,24.0,224103.46,112108.26,2024-01-04,2025-12-05,28012.93,50.03,Repeat,27,5,5,5,555,Champions,Active
11086,6,32.0,216151.73,98225.34999999999,2024-01-03,2025-08-18,36025.29,45.44,Repeat,136,3,5,5,355,Potential Loyalists,At Risk
11087,8,25.0,253294.65999999997,124511.63,2024-03-27,2025-12-25,31661.83,49.16,Repeat,7,5,5,5,555,Champions,Active
11088,7,13.0,77772.22,39982.63,2024-01-11,2025-12-08,11110.32,51.41,Repeat,24,5,5,4,554,Champions,Active
11089,5,10.0,66430.87,23723.59,2024-02-17,2025-07-03,13286.17,35.71,Repeat,182,3,4,4,344,Potential Loyalists,Inactive
11090,3,9.0,62505.399999999994,32072.21,2024-06-19,2025-04-05,20835.13,51.31,Repeat,271,2,2,4,224,Lost Customers,Inactive
11091,2,4.0,4592.6,2519.0,2024-06-26,2025-04-25,2296.3,54.85,Repeat,251,2,1,1,211,Lost Customers,Inactive
11092,8,19.0,74057.57,38871.78,2024-07-24,2025-09-05,9257.2,52.49,Repeat,118,3,5,4,354,Potential Loyalists,At Risk
11093,4,6.0,64403.16,35031.16,2024-04-09,2025-11-13,16100.79,54.39,Repeat,49,4,3,4,434,Loyal Customers,Active
11094,2,9.0,38655.75,10546.4,2024-09-11,2024-10-10,19327.88,27.28,Repeat,448,1,1,3,113,Lost Customers,Inactive
11095,3,9.0,9473.41,4239.0,2024-10-17,2025-08-06,3157.8,44.75,Repeat,148,3,2,1,321,Potential Loyalists,At Risk
11096,4,8.0,62235.2,25682.65,2024-02-22,2024-09-03,15558.8,41.27,Repeat,485,1,3,4,134,At Risk,Inactive
11097,7,18.0,94430.98000000001,35054.6,2024-06-22,2025-11-01,13490.14,37.12,Repeat,61,4,5,4,454,Champions,Active
11098,2,3.0,51553.420000000006,25165.68,2024-05-15,2024-10-20,25776.71,48.81,Repeat,438,1,1,3,113,Lost Customers,Inactive
11099,3,20.0,103760.31999999999,50104.18,2024-05-19,2025-09-19,34586.77,48.29,Repeat,104,4,2,5,425,New Customers,At Risk
11100,3,14.0,55940.68,26524.0,2024-03-18,2025-08-17,18646.89,47.41,Repeat,137,3,2,3,323,Potential Loyalists,At Risk
11101,3,10.0,33634.21000000001,11294.65,2024-10-12,2025-12-15,11211.4,33.58,Repeat,17,5,2,3,523,New Customers,Active
11102,8,16.0,26623.77,10072.42,2024-02-15,2025-10-07,3327.97,37.83,Repeat,86,4,5,2,452,Loyal Customers,Active
11103,2,6.0,82916.97,25581.059999999998,2024-01-15,2024-09-18,41458.48,30.85,Repeat,470,1,1,4,114,Lost Customers,Inactive
11104,3,9.0,28962.59,11789.61,2024-05-31,2025-03-28,9654.2,40.71,Repeat,279,2,2,2,222,Lost Customers,Inactive
11105,6,16.0,135472.25,61624.51,2024-03-14,2025-07-19,22578.71,45.49,Repeat,166,3,5,5,355,Potential Loyalists,At Risk
11106,2,6.0,36472.229999999996,16765.02,2024-11-04,2024-12-12,18236.11,45.97,Repeat,385,1,1,3,113,Lost Customers,Inactive
11107,4,10.0,42195.23,18834.75,2024-06-04,2025-07-23,10548.81,44.64,Repeat,162,3,3,3,333,Potential Loyalists,At Risk
11108,2,5.0,67268.06999999999,33735.78,2025-03-04,2025-06-26,33634.03,50.15,Repeat,189,2,1,4,214,Lost Customers,Inactive
11109,3,6.0,120701.23999999999,64062.229999999996,2024-03-22,2025-04-23,40233.75,53.08,Repeat,253,2,2,5,225,Lost Customers,Inactive
11110,7,20.0,162834.28,79088.06,2024-03-06,2025-12-29,23262.04,48.57,Repeat,3,5,5,5,555,Champions,Active
11111,2,4.0,10165.6,2159.73,2024-12-16,2024-12-21,5082.8,21.25,Repeat,376,1,1,1,111,Lost Customers,Inactive
11112,2,2.0,2243.45,1178.3899999999999,2024-02-26,2025-01-26,1121.72,52.53,Repeat,340,1,1,1,111,Lost Customers,Inactive
11113,3,5.0,36741.44,20310.21,2024-03-19,2025-05-04,12247.15,55.28,Repeat,242,2,2,3,223,Lost Customers,Inactive
11114,6,10.0,19825.99,8721.07,2024-02-20,2025-12-06,3304.33,43.99,Repeat,26,5,5,2,552,Loyal Customers,Active
11115,3,7.0,40091.020000000004,21242.75,2024-04-14,2025-05-27,13363.67,52.99,Repeat,219,2,2,3,223,Lost Customers,Inactive
11116,3,4.0,13745.33,6599.22,2025-04-01,2025-12-16,4581.78,48.01,Repeat,16,5,2,1,521,New Customers,Active
11117,3,12.0,37322.09,15755.77,2024-09-01,2025-05-25,12440.7,42.22,Repeat,221,2,2,3,223,Lost Customers,Inactive
11118,2,6.0,6476.110000000001,3232.42,2025-02-14,2025-06-11,3238.06,49.91,Repeat,204,2,1,1,211,Lost Customers,Inactive
11119,8,25.0,158789.32,68219.66,2024-01-02,2025-12-27,19848.66,42.96,Repeat,5,5,5,5,555,Champions,Active
11120,4,10.0,18866.87,8481.26,2024-12-11,2025-11-03,4716.72,44.95,Repeat,59,4,3,2,432,Loyal Customers,Active
11121,4,9.0,82470.9,38045.22,2024-04-09,2025-07-07,20617.72,46.13,Repeat,178,3,3,4,334,Potential Loyalists,At Risk
11122,5,10.0,160423.82,76103.75,2024-04-16,2025-05-26,32084.76,47.44,Repeat,220,2,4,5,245,At Risk,Inactive
11123,4,10.0,101650.62,33558.65,2024-10-28,2025-09-22,25412.66,33.01,Repeat,101,4,3,5,435,Loyal Customers,At Risk
11124,1,1.0,29037.02,17635.92,2024-08-08,2024-08-08,29037.02,60.74,One-time,511,1,1,2,112,Lost Customers,Inactive
11125,9,23.0,101305.92,47177.16,2024-03-06,2025-12-05,11256.21,46.57,Repeat,27,5,5,5,555,Champions,Active
11126,3,8.0,28732.44,14733.630000000001,2024-01-17,2025-03-27,9577.48,51.28,Repeat,280,2,2,2,222,Lost Customers,Inactive
11127,1,1.0,3282.46,1580.02,2025-08-28,2025-08-28,3282.46,48.14,One-time,126,3,1,1,311,Potential Loyalists,At Risk
11128,2,6.0,13861.970000000001,7906.99,2024-03-22,2025-02-25,6930.98,57.04,Repeat,310,2,1,1,211,Lost Customers,Inactive
11129,2,7.0,4918.01,2282.63,2025-01-29,2025-04-29,2459.0,46.41,Repeat,247,2,1,1,211,Lost Customers,Inactive
11130,5,13.0,94564.58,44911.479999999996,2024-03-24,2025-12-26,18912.92,47.49,Repeat,6,5,4,4,544,Champions,Active
11131,5,16.0,44144.51,20004.69,2024-04-20,2025-06-22,8828.9,45.32,Repeat,193,2,4,3,243,At Risk,Inactive
11132,3,10.0,232121.87000000002,113223.35,2024-01-16,2025-05-05,77373.96,48.78,Repeat,241,2,2,5,225,Lost Customers,Inactive
11133,3,4.0,65052.9,26293.760000000002,2024-02-29,2025-05-21,21684.3,40.42,Repeat,225,2,2,4,224,Lost Customers,Inactive
11134,4,11.0,260167.46,126406.34999999999,2025-01-05,2025-10-01,65041.86,48.59,Repeat,92,4,3,5,435,Loyal Customers,At Risk
11135,4,9.0,15335.15,4830.79,2024-09-22,2025-11-20,3833.79,31.5,Repeat,42,5,3,2,532,Loyal Customers,Active
11136,2,3.0,6316.79,3640.3199999999997,2024-10-07,2025-08-14,3158.4,57.63,Repeat,140,3,1,1,311,Potential Loyalists,At Risk
11137,4,7.0,9853.810000000001,4077.2599999999998,2024-02-02,2025-05-02,2463.45,41.38,Repeat,244,2,3,1,231,At Risk,Inactive
11138,5,23.0,88077.16,27619.879999999997,2024-04-27,2025-09-29,17615.43,31.36,Repeat,94,4,4,4,444,Champions,At Risk
11139,3,11.0,45050.619999999995,19854.05,2024-11-24,2025-10-14,15016.87,44.07,Repeat,79,4,2,3,423,New Customers,Active
11140,6,13.0,37610.64,13311.28,2024-03-20,2025-04-29,6268.44,35.39,Repeat,247,2,5,3,253,At Risk,Inactive
11141,2,11.0,34310.81,10852.35,2024-10-02,2025-10-21,17155.4,31.63,Repeat,72,4,1,3,413,New Customers,Active
11144,6,23.0,216568.65,90251.14,2024-04-08,2025-11-24,36094.78,41.67,Repeat,38,5,5,5,555,Champions,Active
11145,2,9.0,10701.01,3887.09,2025-09-03,2025-12-23,5350.5,36.32,Repeat,9,5,1,1,511,New Customers,Active
11146,6,18.0,40393.16,17616.079999999998,2024-02-08,2025-07-04,6732.19,43.61,Repeat,181,3,5,3,353,Potential Loyalists,Inactive
11147,3,11.0,67478.37,30134.72,2024-01-07,2025-07-08,22492.79,44.66,Repeat,177,3,2,4,324,Potential Loyalists,At Risk
11148,5,10.0,17873.449999999997,8230.07,2024-02-20,2025-01-27,3574.69,46.05,Repeat,339,1,4,2,142,At Risk,Inactive
11149,3,6.0,19863.33,11986.21,2024-05-17,2025-06-06,6621.11,60.34,Repeat,209,2,2,2,222,Lost Customers,Inactive
11150,2,4.0,27422.420000000002,11485.14,2025-07-01,2025-10-22,13711.21,41.88,Repeat,71,4,1,2,412,New Customers,Active
11151,2,2.0,4430.82,2307.0299999999997,2024-04-04,2024-05-20,2215.41,52.07,Repeat,591,1,1,1,111,Lost Customers,Inactive
11152,5,16.0,32895.479999999996,17069.19,2024-09-03,2025-09-22,6579.1,51.89,Repeat,101,4,4,2,442,Loyal Customers,At Risk
11153,4,14.0,101201.46,39716.79,2024-05-23,2025-10-12,25300.36,39.25,Repeat,81,4,3,5,435,Loyal Customers,Active
11154,4,16.0,60139.58,25777.949999999997,2024-06-13,2025-04-03,15034.9,42.86,Repeat,273,2,3,4,234,At Risk,Inactive
11155,8,23.0,143594.94,60227.02,2024-07-14,2025-09-05,17949.37,41.94,Repeat,118,3,5,5,355,Potential Loyalists,At Risk
11156,5,14.0,37903.81,15511.560000000001,2024-01-11,2025-12-10,7580.76,40.92,Repeat,22,5,4,3,543,Loyal Customers,Active
11157,4,9.0,26228.55,11102.85,2024-04-11,2025-12-14,6557.14,42.33,Repeat,18,5,3,2,532,Loyal Customers,Active
11158,2,3.0,22349.26,11131.369999999999,2024-04-12,2025-08-03,11174.63,49.81,Repeat,151,3,1,2,312,Potential Loyalists,At Risk
11159,2,4.0,9602.62,3780.56,2024-08-05,2025-12-07,4801.31,39.37,Repeat,25,5,1,1,511,New Customers,Active
11160,1,1.0,5008.95,2128.23,2025-06-26,2025-06-26,5008.95,42.49,One-time,189,2,1,1,211,Lost Customers,Inactive
11161,4,11.0,79005.12,37498.95,2024-05-20,2025-01-03,19751.28,47.46,Repeat,363,1,3,4,134,At Risk,Inactive
11162,7,19.0,77993.01,41450.909999999996,2024-05-18,2025-08-16,11141.86,53.15,Repeat,138,3,5,4,354,Potential Loyalists,At Risk
11163,5,8.0,119557.35999999999,30973.079999999998,2024-05-14,2025-11-01,23911.47,25.91,Repeat,61,4,4,5,445,Champions,Active
11164,3,10.0,93089.41,47509.46,2024-05-20,2025-01-09,31029.8,51.04,Repeat,357,1,2,4,124,Lost Customers,Inactive
11165,1,4.0,6465.75,2298.79,2024-10-24,2024-10-24,6465.75,35.55,One-time,434,1,1,1,111,Lost Customers,Inactive
11166,2,2.0,8461.55,3986.43,2025-03-13,2025-07-20,4230.77,47.11,Repeat,165,3,1,1,311,Potential Loyalists,At Risk
11167,3,7.0,22071.34,10721.42,2024-09-11,2025-02-22,7357.11,48.58,Repeat,313,2,2,2,222,Lost Customers,Inactive
11168,4,12.0,40835.369999999995,18088.23,2024-09-02,2025-05-08,10208.84,44.3,Repeat,238,2,3,3,233,At Risk,Inactive
11169,5,17.0,124102.84999999999,50008.33,2024-02-20,2024-11-10,24820.57,40.3,Repeat,417,1,4,5,145,At Risk,Inactive
11170,7,15.0,95846.31999999999,33812.520000000004,2024-01-24,2025-12-02,13692.33,35.28,Repeat,30,5,5,4,554,Champions,Active
11171,6,17.0,24796.01,10433.31,2024-02-28,2025-08-21,4132.67,42.08,Repeat,133,3,5,2,352,Potential Loyalists,At Risk
11172,6,16.0,96546.73,40708.95,2024-04-12,2025-11-04,16091.12,42.17,Repeat,58,4,5,4,454,Champions,Active
11173,3,6.0,52038.44,22345.71,2024-03-26,2025-01-26,17346.15,42.94,Repeat,340,1,2,3,123,Lost Customers,Inactive
11174,2,7.0,59830.04000000001,25648.39,2024-07-20,2025-05-03,29915.02,42.87,Repeat,243,2,1,4,214,Lost Customers,Inactive
11175,4,16.0,141061.99,51337.58,2024-01-27,2024-11-21,35265.5,36.39,Repeat,406,1,3,5,135,At Risk,Inactive
11176,7,20.0,64571.19,25633.02,2024-03-13,2025-06-16,9224.46,39.7,Repeat,199,2,5,4,254,At Risk,Inactive
11177,8,32.0,101155.6,43796.33,2024-01-05,2025-11-28,12644.45,43.3,Repeat,34,5,5,5,555,Champions,Active
11178,1,1.0,949.05,423.36,2025-11-10,2025-11-10,949.05,44.61,One-time,52,4,1,1,411,New Customers,Active
11179,5,10.0,14378.37,4726.610000000001,2024-02-13,2025-12-27,2875.67,32.87,Repeat,5,5,4,1,541,Loyal Customers,Active
11180,5,11.0,42635.06,20935.85,2024-06-05,2025-06-11,8527.01,49.1,Repeat,204,2,4,3,243,At Risk,Inactive
11181,3,7.0,105039.56,59255.04,2024-01-17,2025-02-11,35013.19,56.41,Repeat,324,1,2,5,125,Lost Customers,Inactive
11182,3,14.0,37344.93,15527.689999999999,2025-03-15,2025-06-29,12448.31,41.58,Repeat,186,2,2,3,223,Lost Customers,Inactive
11184,2,6.0,11993.78,5068.12,2024-06-16,2025-05-12,5996.89,42.26,Repeat,234,2,1,1,211,Lost Customers,Inactive
11185,2,5.0,13334.47,6967.79,2024-02-16,2024-05-03,6667.24,52.25,Repeat,608,1,1,1,111,Lost Customers,Inactive
11186,3,7.0,75123.15,24367.12,2024-03-06,2025-01-13,25041.05,32.44,Repeat,353,1,2,4,124,Lost Customers,Inactive
11187,3,7.0,32353.690000000002,15825.95,2024-01-08,2025-10-04,10784.56,48.92,Repeat,89,4,2,2,422,New Customers,Active
11188,3,7.0,41301.42,17172.46,2024-05-24,2024-09-17,13767.14,41.58,Repeat,471,1,2,3,123,Lost Customers,Inactive
11189,2,10.0,107002.01,50961.130000000005,2025-06-20,2025-12-16,53501.0,47.63,Repeat,16,5,1,5,515,New Customers,Active
11190,3,8.0,79235.87,34182.840000000004,2024-08-17,2025-03-23,26411.96,43.14,Repeat,284,2,2,4,224,Lost Customers,Inactive
11191,4,13.0,92730.27,46781.409999999996,2024-03-12,2025-09-03,23182.57,50.45,Repeat,120,3,3,4,334,Potential Loyalists,At Risk
11192,5,12.0,55720.200000000004,24302.72,2024-01-26,2025-08-21,11144.04,43.62,Repeat,133,3,4,3,343,Potential Loyalists,At Risk
11193,5,10.0,31830.14,15835.3,2024-04-26,2025-11-01,6366.03,49.75,Repeat,61,4,4,2,442,Loyal Customers,Active
11194,4,7.0,8779.87,3418.6,2024-02-29,2025-12-08,2194.97,38.94,Repeat,24,5,3,1,531,Loyal Customers,Active
11196,5,9.0,25786.07,11489.6,2024-03-01,2025-06-12,5157.21,44.56,Repeat,203,2,4,2,242,At Risk,Inactive
11197,7,19.0,99047.86,44048.86,2024-03-06,2025-11-27,14149.69,44.47,Repeat,35,5,5,5,555,Champions,Active
11198,10,25.0,211386.82,96425.28,2024-05-13,2025-12-04,21138.68,45.62,Repeat,28,5,5,5,555,Champions,Active
11199,5,13.0,15853.099999999999,6577.55,2024-01-14,2025-05-06,3170.62,41.49,Repeat,240,2,4,2,242,At Risk,Inactive
11200,1,1.0,2741.13,1228.92,2024-04-10,2024-04-10,2741.13,44.83,One-time,631,1,1,1,111,Lost Customers,Inactive
11201,3,5.0,89305.59,34807.25,2024-02-08,2025-09-16,29768.53,38.98,Repeat,107,4,2,4,424,New Customers,At Risk
11202,3,7.0,36333.44,18434.93,2024-04-17,2025-07-20,12111.15,50.74,Repeat,165,3,2,3,323,Potential Loyalists,At Risk
11203,3,15.0,128502.31999999999,69831.14,2024-01-18,2025-02-08,42834.11,54.34,Repeat,327,1,2,5,125,Lost Customers,Inactive
11204,2,6.0,4638.74,2143.95,2024-12-16,2025-08-24,2319.37,46.22,Repeat,130,3,1,1,311,Potential Loyalists,At Risk
11205,3,12.0,57942.009999999995,26601.16,2024-01-08,2025-11-22,19314.0,45.91,Repeat,40,5,2,4,524,New Customers,Active
11206,3,8.0,19029.97,7450.08,2024-11-06,2025-09-27,6343.32,39.15,Repeat,96,4,2,2,422,New Customers,At Risk
11207,6,13.0,189869.85,84414.84,2024-02-02,2025-09-22,31644.98,44.46,Repeat,101,4,5,5,455,Champions,At Risk
11208,1,1.0,1314.83,417.78,2025-11-20,2025-11-20,1314.83,31.77,One-time,42,5,1,1,511,New Customers,Active
11209,3,10.0,56260.340000000004,18430.77,2024-01-31,2025-05-13,18753.45,32.76,Repeat,233,2,2,3,223,Lost Customers,Inactive
11210,3,5.0,20794.690000000002,9459.25,2024-09-22,2025-02-17,6931.56,45.49,Repeat,318,2,2,2,222,Lost Customers,Inactive
11211,4,14.0,88704.24,34437.07,2024-06-11,2025-12-10,22176.06,38.82,Repeat,22,5,3,4,534,Loyal Customers,Active
11212,6,15.0,14546.039999999999,5843.02,2024-02-17,2025-12-18,2424.34,40.17,Repeat,14,5,5,1,551,Loyal Customers,Active
11213,3,9.0,53852.33,24586.32,2024-09-14,2025-08-02,17950.78,45.66,Repeat,152,3,2,3,323,Potential Loyalists,At Risk
11214,4,10.0,26359.4,12707.7,2024-06-25,2025-04-06,6589.85,48.21,Repeat,270,2,3,2,232,At Risk,Inactive
11215,3,5.0,34317.909999999996,15420.440000000002,2024-01-18,2025-11-15,11439.3,44.93,Repeat,47,5,2,3,523,New Customers,Active
11216,1,3.0,6711.34,1878.58,2025-09-02,2025-09-02,6711.34,27.99,One-time,121,3,1,1,311,Potential Loyalists,At Risk
11217,3,7.0,160466.8,90617.04,2024-05-08,2025-12-28,53488.93,56.47,Repeat,4,5,2,5,525,New Customers,Active
11218,3,5.0,44280.0,12248.66,2024-08-02,2025-08-16,14760.0,27.66,Repeat,138,3,2,3,323,Potential Loyalists,At Risk
11219,1,5.0,13175.04,4840.48,2025-10-22,2025-10-22,13175.04,36.74,One-time,71,4,1,1,411,New Customers,Active
11220,4,8.0,101353.81999999999,57384.92,2024-01-13,2025-12-02,25338.46,56.62,Repeat,30,5,3,5,535,Loyal Customers,Active
11221,3,5.0,16186.02,7124.0,2024-02-20,2025-04-16,5395.34,44.01,Repeat,260,2,2,2,222,Lost Customers,Inactive
11222,7,12.0,26931.75,10721.42,2024-05-27,2025-03-17,3847.39,39.81,Repeat,290,2,5,2,252,At Risk,Inactive
11223,1,2.0,13594.02,7750.5599999999995,2024-01-06,2024-01-06,13594.02,57.01,One-time,726,1,1,1,111,Lost Customers,Inactive
11224,2,5.0,45840.95999999999,25169.920000000002,2024-01-26,2025-03-13,22920.48,54.91,Repeat,294,2,1,3,213,Lost Customers,Inactive
11225,2,9.0,80398.15,32003.47,2025-01-07,2025-07-20,40199.07,39.81,Repeat,165,3,1,4,314,Potential Loyalists,At Risk
11226,5,8.0,20314.22,9456.76,2024-06-15,2025-10-16,4062.84,46.55,Repeat,77,4,4,2,442,Loyal Customers,Active
