order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_pct,gross_amount,discount_amount,net_amount,cost_amount
909997,505056,20208,1.0,1173.49,689.03,5,1173.49,58.67,1114.82,689.03
909998,505057,20158,1.0,1755.56,899.9,10,1755.56,175.56,1580.0,899.9
909999,505057,20188,1.0,1301.72,615.08,5,1301.72,65.09,1236.63,615.08
910000,505058,20066,1.0,37192.6,14356.0,15,37192.6,5578.89,31613.71,14356.0
910001,505059,20186,2.0,5531.45,2551.92,5,11062.9,553.14,10509.76,5103.84
910002,505060,20072,1.0,2282.11,915.86,0,2282.11,0.0,2282.11,915.86
910003,505060,20088,1.0,1969.68,1132.48,10,1969.68,196.97,1772.71,1132.48
910004,505060,20002,1.0,10282.55,6040.96,20,10282.55,2056.51,8226.04,6040.96
910005,505060,20192,2.0,1251.49,516.17,10,2502.98,250.3,2252.68,1032.34
910006,505061,20216,1.0,28204.64,12271.06,20,28204.64,5640.93,22563.71,12271.06
910007,505061,20199,1.0,648.46,325.89,10,648.46,64.85,583.61,325.89
910008,505062,20028,1.0,2140.06,1062.98,15,2140.06,321.01,1819.05,1062.98
910009,505063,20135,2.0,57639.3,26999.4,10,115278.6,11527.86,103750.74,53998.8
910010,505063,20081,2.0,1102.66,531.45,25,2205.32,551.33,1653.99,1062.9
910011,505064,20141,1.0,3867.99,2487.02,10,3867.99,386.8,3481.19,2487.02
910012,505064,20090,2.0,328.51,167.06,15,657.02,98.55,558.47,334.12
910013,505064,20137,1.0,3884.29,2001.16,15,3884.29,582.64,3301.65,2001.16
910014,505065,20211,2.0,507.3,185.45,20,1014.6,202.92,811.68,370.9
910015,505066,20115,1.0,3585.93,1528.09,15,3585.93,537.89,3048.04,1528.09
910016,505066,20005,1.0,1971.82,775.58,25,1971.82,492.96,1478.86,775.58
910017,505066,20186,1.0,5531.45,2551.92,20,5531.45,1106.29,4425.16,2551.92
910018,505066,20033,1.0,1277.1,532.22,20,1277.1,255.42,1021.68,532.22
910019,505067,20072,1.0,2282.11,915.86,25,2282.11,570.53,1711.58,915.86
910020,505067,20228,1.0,809.37,355.25,5,809.37,40.47,768.9,355.25
910021,505068,20144,1.0,26532.18,14440.67,10,26532.18,2653.22,23878.96,14440.67
910022,505069,20055,1.0,1146.02,721.9,0,1146.02,0.0,1146.02,721.9
910023,505069,20214,2.0,13633.91,6410.28,10,27267.82,2726.78,24541.04,12820.56
910024,505070,20047,1.0,2184.05,873.58,0,2184.05,0.0,2184.05,873.58
910025,505070,20096,1.0,1259.28,785.79,10,1259.28,125.93,1133.35,785.79
910026,505071,20140,1.0,3463.21,2168.28,5,3463.21,173.16,3290.05,2168.28
910027,505071,20097,3.0,875.47,357.51,20,2626.41,525.28,2101.13,1072.53
910028,505071,20059,1.0,1423.46,776.46,0,1423.46,0.0,1423.46,776.46
910029,505071,20018,1.0,1164.92,639.96,10,1164.92,116.49,1048.43,639.96
910030,505072,20167,1.0,57110.65,29675.06,15,57110.65,8566.6,48544.05,29675.06
910031,505072,20159,1.0,4841.96,1984.26,10,4841.96,484.2,4357.76,1984.26
910032,505072,20225,1.0,1183.96,611.67,10,1183.96,118.4,1065.56,611.67
910033,505073,20164,2.0,11095.53,5298.72,20,22191.06,4438.21,17752.85,10597.44
910034,505073,20229,1.0,451.9,167.11,10,451.9,45.19,406.71,167.11
910035,505074,20057,1.0,1299.09,681.94,15,1299.09,194.86,1104.23,681.94
910036,505074,20209,1.0,7771.74,4696.59,0,7771.74,0.0,7771.74,4696.59
910037,505075,20250,1.0,11658.68,5085.0,20,11658.68,2331.74,9326.94,5085.0
910038,505076,20233,1.0,37480.36,23462.2,15,37480.36,5622.05,31858.31,23462.2
910039,505076,20193,4.0,732.73,354.9,25,2930.92,732.73,2198.19,1419.6
910040,505076,20231,1.0,1001.94,443.63,20,1001.94,200.39,801.55,443.63
910041,505077,20233,1.0,37480.36,23462.2,20,37480.36,7496.07,29984.29,23462.2
910042,505077,20051,1.0,695.77,441.02,10,695.77,69.58,626.19,441.02
910043,505077,20065,2.0,4850.41,1964.56,15,9700.82,1455.12,8245.7,3929.12
910044,505078,20153,3.0,11104.32,5300.22,15,33312.96,4996.94,28316.02,15900.66
910045,505078,20066,1.0,37192.6,14356.0,10,37192.6,3719.26,33473.34,14356.0
910046,505078,20094,2.0,1174.21,661.48,10,2348.42,234.84,2113.58,1322.96
910047,505078,20105,1.0,7683.3,4304.87,20,7683.3,1536.66,6146.64,4304.87
910048,505078,20098,1.0,3753.6,2182.25,10,3753.6,375.36,3378.24,2182.25
910049,505079,20026,1.0,5768.56,2502.63,5,5768.56,288.43,5480.13,2502.63
910050,505080,20079,1.0,1977.23,932.71,10,1977.23,197.72,1779.51,932.71
910051,505080,20025,1.0,789.05,334.17,20,789.05,157.81,631.24,334.17
910052,505081,20155,2.0,9423.58,4590.27,15,18847.16,2827.07,16020.09,9180.54
910053,505081,20057,1.0,1299.09,681.94,0,1299.09,0.0,1299.09,681.94
910054,505081,20089,1.0,6296.83,2350.0,10,6296.83,629.68,5667.15,2350.0
910055,505081,20064,1.0,4631.2,2304.97,15,4631.2,694.68,3936.52,2304.97
910056,505081,20075,1.0,3455.22,1702.44,15,3455.22,518.28,2936.94,1702.44
910057,505082,20184,1.0,3782.1,2411.97,0,3782.1,0.0,3782.1,2411.97
910058,505082,20100,2.0,12907.55,4910.75,15,25815.1,3872.26,21942.84,9821.5
910059,505083,20094,1.0,1174.21,661.48,0,1174.21,0.0,1174.21,661.48
910060,505084,20198,4.0,4380.66,2456.56,10,17522.64,1752.26,15770.38,9826.24
910061,505085,20236,1.0,798.64,492.51,15,798.64,119.8,678.84,492.51
910062,505085,20176,2.0,4966.93,2828.62,10,9933.86,993.39,8940.47,5657.24
910063,505085,20093,2.0,4388.2,2379.34,10,8776.4,877.64,7898.76,4758.68
910064,505085,20060,1.0,794.08,468.82,10,794.08,79.41,714.67,468.82
910065,505085,20140,1.0,3463.21,2168.28,15,3463.21,519.48,2943.73,2168.28
910066,505086,20220,1.0,8741.43,4054.0,0,8741.43,0.0,8741.43,4054.0
910067,505086,20057,2.0,1299.09,681.94,15,2598.18,389.73,2208.45,1363.88
910068,505087,20017,3.0,1109.27,542.21,25,3327.81,831.95,2495.86,1626.63
910069,505087,20142,2.0,7561.58,2883.07,5,15123.16,756.16,14367.0,5766.14
910070,505087,20082,1.0,2742.49,1289.44,5,2742.49,137.12,2605.37,1289.44
910071,505088,20234,1.0,616.51,221.5,20,616.51,123.3,493.21,221.5
910072,505089,20022,1.0,4318.99,2170.88,15,4318.99,647.85,3671.14,2170.88
910073,505089,20077,2.0,2967.86,1248.94,15,5935.72,890.36,5045.36,2497.88
910074,505090,20143,2.0,10016.19,6270.24,5,20032.38,1001.62,19030.76,12540.48
910075,505090,20081,1.0,1102.66,531.45,5,1102.66,55.13,1047.53,531.45
910076,505090,20224,4.0,6470.02,3499.95,15,25880.08,3882.01,21998.07,13999.8
910077,505090,20210,3.0,39951.74,24370.91,20,119855.22,23971.04,95884.18,73112.73
910078,505091,20021,1.0,8993.0,4728.96,10,8993.0,899.3,8093.7,4728.96
910079,505091,20201,1.0,1393.23,596.08,25,1393.23,348.31,1044.92,596.08
910080,505092,20150,2.0,7123.14,3165.89,10,14246.28,1424.63,12821.65,6331.78
910081,505093,20250,2.0,11658.68,5085.0,10,23317.36,2331.74,20985.62,10170.0
910082,505094,20195,1.0,12350.75,6841.86,20,12350.75,2470.15,9880.6,6841.86
910083,505095,20185,1.0,2259.46,1390.82,10,2259.46,225.95,2033.51,1390.82
910084,505096,20146,1.0,3765.71,2293.07,10,3765.71,376.57,3389.14,2293.07
910085,505097,20176,3.0,4966.93,2828.62,0,14900.79,0.0,14900.79,8485.86
910086,505097,20217,1.0,69091.13,39024.1,10,69091.13,6909.11,62182.02,39024.1
910087,505098,20018,1.0,1164.92,639.96,0,1164.92,0.0,1164.92,639.96
910088,505098,20127,1.0,483.68,170.85,25,483.68,120.92,362.76,170.85
910089,505098,20188,1.0,1301.72,615.08,15,1301.72,195.26,1106.46,615.08
910090,505099,20096,2.0,1259.28,785.79,20,2518.56,503.71,2014.85,1571.58
910091,505099,20118,1.0,12313.04,5601.05,15,12313.04,1846.96,10466.08,5601.05
910092,505099,20030,1.0,2172.88,1071.51,5,2172.88,108.64,2064.24,1071.51
910093,505099,20016,2.0,3654.84,1512.21,10,7309.68,730.97,6578.71,3024.42
910094,505099,20142,1.0,7561.58,2883.07,5,7561.58,378.08,7183.5,2883.07
910095,505100,20092,2.0,2265.41,1302.01,25,4530.82,1132.7,3398.12,2604.02
910096,505101,20049,1.0,3955.65,2260.19,0,3955.65,0.0,3955.65,2260.19
910097,505102,20086,1.0,1750.18,990.74,20,1750.18,350.04,1400.14,990.74
910098,505103,20169,1.0,429.83,219.43,10,429.83,42.98,386.85,219.43
910099,505104,20011,1.0,5804.22,2185.11,20,5804.22,1160.84,4643.38,2185.11
910100,505104,20185,1.0,2259.46,1390.82,0,2259.46,0.0,2259.46,1390.82
910101,505105,20042,1.0,11594.41,5651.46,0,11594.41,0.0,11594.41,5651.46
910102,505106,20098,1.0,3753.6,2182.25,15,3753.6,563.04,3190.56,2182.25
910103,505106,20103,1.0,994.09,508.3,10,994.09,99.41,894.68,508.3
910104,505106,20134,1.0,4055.28,2160.08,5,4055.28,202.76,3852.52,2160.08
910105,505107,20168,1.0,902.26,559.09,20,902.26,180.45,721.81,559.09
910106,505108,20187,1.0,3068.6,1390.76,15,3068.6,460.29,2608.31,1390.76
910107,505108,20047,2.0,2184.05,873.58,25,4368.1,1092.03,3276.07,1747.16
910108,505109,20137,4.0,3884.29,2001.16,0,15537.16,0.0,15537.16,8004.64
910109,505109,20220,1.0,8741.43,4054.0,0,8741.43,0.0,8741.43,4054.0
910110,505109,20067,1.0,355.37,156.32,10,355.37,35.54,319.83,156.32
910111,505109,20189,1.0,497.27,254.23,10,497.27,49.73,447.54,254.23
910112,505109,20204,1.0,1164.22,744.86,5,1164.22,58.21,1106.01,744.86
910113,505110,20169,1.0,429.83,219.43,20,429.83,85.97,343.86,219.43
910114,505111,20216,1.0,28204.64,12271.06,0,28204.64,0.0,28204.64,12271.06
910115,505111,20014,1.0,557.2,204.62,20,557.2,111.44,445.76,204.62
910116,505111,20141,1.0,3867.99,2487.02,0,3867.99,0.0,3867.99,2487.02
910117,505111,20037,1.0,1734.87,900.11,20,1734.87,346.97,1387.9,900.11
910118,505112,20019,1.0,1058.34,495.5,0,1058.34,0.0,1058.34,495.5
910119,505112,20053,1.0,1726.42,1063.45,0,1726.42,0.0,1726.42,1063.45
910120,505112,20124,1.0,13395.78,5604.63,25,13395.78,3348.94,10046.84,5604.63
910121,505113,20234,1.0,616.51,221.5,20,616.51,123.3,493.21,221.5
910122,505114,20244,1.0,25178.1,13648.72,0,25178.1,0.0,25178.1,13648.72
910123,505114,20228,1.0,809.37,355.25,10,809.37,80.94,728.43,355.25
910124,505115,20200,1.0,667.42,334.31,15,667.42,100.11,567.31,334.31
910125,505116,20043,1.0,506.86,295.74,0,506.86,0.0,506.86,295.74
910126,505116,20194,1.0,12458.17,7476.18,5,12458.17,622.91,11835.26,7476.18
910127,505117,20204,1.0,1164.22,744.86,0,1164.22,0.0,1164.22,744.86
910128,505117,20143,2.0,10016.19,6270.24,5,20032.38,1001.62,19030.76,12540.48
910129,505118,20143,1.0,10016.19,6270.24,10,10016.19,1001.62,9014.57,6270.24
910130,505119,20068,3.0,608.21,337.91,25,1824.63,456.16,1368.47,1013.73
910131,505119,20191,1.0,16000.09,6354.85,20,16000.09,3200.02,12800.07,6354.85
910132,505120,20052,1.0,762.46,360.49,0,762.46,0.0,762.46,360.49
910133,505120,20055,1.0,1146.02,721.9,10,1146.02,114.6,1031.42,721.9
910134,505120,20110,1.0,27669.14,13251.38,25,27669.14,6917.28,20751.86,13251.38
910135,505120,20174,1.0,9489.2,5657.72,15,9489.2,1423.38,8065.82,5657.72
910136,505121,20009,1.0,1160.15,521.78,5,1160.15,58.01,1102.14,521.78
910137,505121,20248,1.0,1003.97,405.22,0,1003.97,0.0,1003.97,405.22
910138,505121,20224,1.0,6470.02,3499.95,15,6470.02,970.5,5499.52,3499.95
910139,505121,20166,4.0,7411.28,3795.83,25,29645.12,7411.28,22233.84,15183.32
910140,505122,20054,1.0,1142.93,410.77,15,1142.93,171.44,971.49,410.77
910141,505122,20230,1.0,4929.39,1876.99,15,4929.39,739.41,4189.98,1876.99
910142,505122,20138,1.0,3333.11,1217.57,15,3333.11,499.97,2833.14,1217.57
910143,505123,20224,2.0,6470.02,3499.95,5,12940.04,647.0,12293.04,6999.9
910144,505124,20169,1.0,429.83,219.43,0,429.83,0.0,429.83,219.43
910145,505125,20018,2.0,1164.92,639.96,10,2329.84,232.98,2096.86,1279.92
910146,505125,20083,1.0,1586.83,802.65,15,1586.83,238.02,1348.81,802.65
910147,505126,20243,1.0,688.75,402.59,5,688.75,34.44,654.31,402.59
910148,505127,20217,1.0,69091.13,39024.1,10,69091.13,6909.11,62182.02,39024.1
910149,505127,20028,1.0,2140.06,1062.98,5,2140.06,107.0,2033.06,1062.98
910150,505127,20011,2.0,5804.22,2185.11,10,11608.44,1160.84,10447.6,4370.22
910151,505128,20119,1.0,6447.76,4051.44,20,6447.76,1289.55,5158.21,4051.44
910152,505128,20188,1.0,1301.72,615.08,0,1301.72,0.0,1301.72,615.08
910153,505129,20132,1.0,1481.71,958.89,20,1481.71,296.34,1185.37,958.89
910154,505130,20114,2.0,6490.61,4074.73,0,12981.22,0.0,12981.22,8149.46
910155,505130,20180,2.0,4768.23,2316.26,0,9536.46,0.0,9536.46,4632.52
910156,505130,20054,3.0,1142.93,410.77,25,3428.79,857.2,2571.59,1232.31
910157,505131,20158,1.0,1755.56,899.9,10,1755.56,175.56,1580.0,899.9
910158,505131,20080,3.0,3178.09,1633.33,5,9534.27,476.71,9057.56,4899.99
910159,505132,20193,4.0,732.73,354.9,20,2930.92,586.18,2344.74,1419.6
910160,505132,20036,1.0,8410.09,4511.4,10,8410.09,841.01,7569.08,4511.4
910161,505132,20035,1.0,1731.82,1113.51,25,1731.82,432.96,1298.86,1113.51
910162,505133,20004,1.0,10687.99,6945.78,25,10687.99,2672.0,8015.99,6945.78
910163,505133,20231,1.0,1001.94,443.63,5,1001.94,50.1,951.84,443.63
910164,505134,20165,2.0,3173.03,1708.63,25,6346.06,1586.52,4759.54,3417.26
910165,505134,20215,1.0,4619.21,2986.9,0,4619.21,0.0,4619.21,2986.9
910166,505134,20006,1.0,66361.9,40574.05,10,66361.9,6636.19,59725.71,40574.05
910167,505134,20183,1.0,2415.51,1541.5,10,2415.51,241.55,2173.96,1541.5
910168,505135,20244,1.0,25178.1,13648.72,15,25178.1,3776.72,21401.38,13648.72
910169,505135,20089,1.0,6296.83,2350.0,5,6296.83,314.84,5981.99,2350.0
910170,505135,20061,3.0,1419.98,624.9,20,4259.94,851.99,3407.95,1874.7
910171,505136,20205,1.0,992.31,642.07,10,992.31,99.23,893.08,642.07
910172,505136,20241,1.0,1014.76,464.94,25,1014.76,253.69,761.07,464.94
910173,505136,20227,1.0,540.46,225.55,15,540.46,81.07,459.39,225.55
910174,505136,20231,2.0,1001.94,443.63,5,2003.88,100.19,1903.69,887.26
910175,505137,20110,1.0,27669.14,13251.38,5,27669.14,1383.46,26285.68,13251.38
910176,505137,20102,1.0,631.51,312.41,10,631.51,63.15,568.36,312.41
910177,505137,20217,2.0,69091.13,39024.1,10,138182.26,13818.23,124364.03,78048.2
910178,505137,20154,1.0,705.67,272.04,10,705.67,70.57,635.1,272.04
910179,505138,20249,1.0,20488.43,10610.18,0,20488.43,0.0,20488.43,10610.18
910180,505138,20103,2.0,994.09,508.3,0,1988.18,0.0,1988.18,1016.6
910181,505139,20195,2.0,12350.75,6841.86,25,24701.5,6175.38,18526.12,13683.72
910182,505139,20081,1.0,1102.66,531.45,10,1102.66,110.27,992.39,531.45
910183,505139,20082,1.0,2742.49,1289.44,5,2742.49,137.12,2605.37,1289.44
910184,505140,20245,2.0,2814.05,1526.29,0,5628.1,0.0,5628.1,3052.58
910185,505141,20237,1.0,1862.11,743.36,20,1862.11,372.42,1489.69,743.36
910186,505142,20219,2.0,2374.82,1493.38,15,4749.64,712.45,4037.19,2986.76
910187,505142,20214,2.0,13633.91,6410.28,5,27267.82,1363.39,25904.43,12820.56
910188,505143,20072,2.0,2282.11,915.86,10,4564.22,456.42,4107.8,1831.72
910189,505144,20220,1.0,8741.43,4054.0,10,8741.43,874.14,7867.29,4054.0
910190,505145,20073,3.0,672.95,403.06,0,2018.85,0.0,2018.85,1209.18
910191,505145,20099,1.0,51823.07,23412.84,10,51823.07,5182.31,46640.76,23412.84
910192,505146,20175,3.0,512.76,312.64,15,1538.28,230.74,1307.54,937.92
910193,505147,20005,2.0,1971.82,775.58,10,3943.64,394.36,3549.28,1551.16
910194,505148,20049,1.0,3955.65,2260.19,25,3955.65,988.91,2966.74,2260.19
910195,505149,20190,1.0,7142.06,3397.58,10,7142.06,714.21,6427.85,3397.58
910196,505149,20152,1.0,1133.67,691.09,25,1133.67,283.42,850.25,691.09
910197,505150,20168,2.0,902.26,559.09,5,1804.52,90.23,1714.29,1118.18
910198,505150,20053,1.0,1726.42,1063.45,0,1726.42,0.0,1726.42,1063.45
910199,505151,20136,1.0,8336.97,3996.04,0,8336.97,0.0,8336.97,3996.04
910200,505152,20093,1.0,4388.2,2379.34,10,4388.2,438.82,3949.38,2379.34
910201,505152,20145,1.0,331.46,143.53,15,331.46,49.72,281.74,143.53
910202,505153,20054,1.0,1142.93,410.77,10,1142.93,114.29,1028.64,410.77
910203,505154,20088,1.0,1969.68,1132.48,0,1969.68,0.0,1969.68,1132.48
910204,505154,20105,2.0,7683.3,4304.87,0,15366.6,0.0,15366.6,8609.74
910205,505155,20201,1.0,1393.23,596.08,10,1393.23,139.32,1253.91,596.08
910206,505156,20121,2.0,797.87,498.73,25,1595.74,398.94,1196.8,997.46
910207,505157,20042,1.0,11594.41,5651.46,0,11594.41,0.0,11594.41,5651.46
910208,505158,20165,2.0,3173.03,1708.63,0,6346.06,0.0,6346.06,3417.26
910209,505158,20101,1.0,495.5,311.24,0,495.5,0.0,495.5,311.24
910210,505158,20113,1.0,1643.54,897.05,20,1643.54,328.71,1314.83,897.05
910211,505159,20097,1.0,875.47,357.51,15,875.47,131.32,744.15,357.51
910212,505159,20212,1.0,1054.5,525.69,5,1054.5,52.72,1001.78,525.69
910213,505160,20136,1.0,8336.97,3996.04,5,8336.97,416.85,7920.12,3996.04
910214,505160,20022,1.0,4318.99,2170.88,10,4318.99,431.9,3887.09,2170.88
910215,505161,20193,1.0,732.73,354.9,20,732.73,146.55,586.18,354.9
910216,505162,20091,1.0,2708.48,1134.09,0,2708.48,0.0,2708.48,1134.09
910217,505163,20153,1.0,11104.32,5300.22,10,11104.32,1110.43,9993.89,5300.22
910218,505163,20220,1.0,8741.43,4054.0,25,8741.43,2185.36,6556.07,4054.0
910219,505164,20016,1.0,3654.84,1512.21,20,3654.84,730.97,2923.87,1512.21
910220,505164,20014,1.0,557.2,204.62,0,557.2,0.0,557.2,204.62
910221,505165,20171,1.0,549.39,355.49,15,549.39,82.41,466.98,355.49
910222,505166,20197,2.0,2872.53,1123.32,25,5745.06,1436.26,4308.8,2246.64
910223,505166,20215,1.0,4619.21,2986.9,10,4619.21,461.92,4157.29,2986.9
910224,505166,20001,1.0,2034.59,1256.83,25,2034.59,508.65,1525.94,1256.83
910225,505166,20108,1.0,661.43,266.18,15,661.43,99.21,562.22,266.18
910226,505167,20096,1.0,1259.28,785.79,0,1259.28,0.0,1259.28,785.79
910227,505167,20194,2.0,12458.17,7476.18,10,24916.34,2491.63,22424.71,14952.36
910228,505167,20213,2.0,24406.41,13831.92,10,48812.82,4881.28,43931.54,27663.84
910229,505167,20086,1.0,1750.18,990.74,15,1750.18,262.53,1487.65,990.74
910230,505167,20052,1.0,762.46,360.49,25,762.46,190.62,571.84,360.49
910231,505168,20127,1.0,483.68,170.85,15,483.68,72.55,411.13,170.85
910232,505169,20037,1.0,1734.87,900.11,0,1734.87,0.0,1734.87,900.11
910233,505170,20084,1.0,1515.77,816.64,5,1515.77,75.79,1439.98,816.64
910234,505170,20073,1.0,672.95,403.06,0,672.95,0.0,672.95,403.06
910235,505170,20197,2.0,2872.53,1123.32,15,5745.06,861.76,4883.3,2246.64
910236,505170,20095,1.0,34386.07,12126.54,10,34386.07,3438.61,30947.46,12126.54
910237,505170,20074,1.0,472.42,276.25,5,472.42,23.62,448.8,276.25
910238,505171,20157,1.0,8888.17,4176.33,5,8888.17,444.41,8443.76,4176.33
910239,505171,20019,1.0,1058.34,495.5,10,1058.34,105.83,952.51,495.5
910240,505171,20116,1.0,14639.11,7180.81,25,14639.11,3659.78,10979.33,7180.81
910241,505172,20217,2.0,69091.13,39024.1,25,138182.26,34545.56,103636.7,78048.2
910242,505173,20212,3.0,1054.5,525.69,5,3163.5,158.18,3005.32,1577.07
910243,505173,20042,2.0,11594.41,5651.46,25,23188.82,5797.2,17391.62,11302.92
910244,505173,20224,3.0,6470.02,3499.95,15,19410.06,2911.51,16498.55,10499.85
910245,505174,20195,1.0,12350.75,6841.86,0,12350.75,0.0,12350.75,6841.86
910246,505174,20215,1.0,4619.21,2986.9,10,4619.21,461.92,4157.29,2986.9
910247,505175,20041,1.0,1038.65,663.18,10,1038.65,103.86,934.79,663.18
910248,505175,20206,1.0,7333.43,3267.21,0,7333.43,0.0,7333.43,3267.21
910249,505176,20111,1.0,1113.65,713.31,15,1113.65,167.05,946.6,713.31
910250,505176,20199,1.0,648.46,325.89,5,648.46,32.42,616.04,325.89
910251,505176,20058,1.0,825.82,425.37,10,825.82,82.58,743.24,425.37
910252,505177,20093,1.0,4388.2,2379.34,10,4388.2,438.82,3949.38,2379.34
910253,505178,20002,2.0,10282.55,6040.96,10,20565.1,2056.51,18508.59,12081.92
910254,505179,20208,1.0,1173.49,689.03,0,1173.49,0.0,1173.49,689.03
910255,505179,20224,1.0,6470.02,3499.95,5,6470.02,323.5,6146.52,3499.95
910256,505180,20053,1.0,1726.42,1063.45,15,1726.42,258.96,1467.46,1063.45
910257,505181,20196,3.0,1639.7,687.88,10,4919.1,491.91,4427.19,2063.64
910258,505182,20225,2.0,1183.96,611.67,0,2367.92,0.0,2367.92,1223.34
910259,505183,20182,2.0,486.61,314.6,25,973.22,243.3,729.92,629.2
910260,505184,20215,2.0,4619.21,2986.9,10,9238.42,923.84,8314.58,5973.8
910261,505184,20062,1.0,305.94,136.42,10,305.94,30.59,275.35,136.42
910262,505185,20180,1.0,4768.23,2316.26,25,4768.23,1192.06,3576.17,2316.26
910263,505185,20227,2.0,540.46,225.55,0,1080.92,0.0,1080.92,451.1
910264,505185,20195,1.0,12350.75,6841.86,5,12350.75,617.54,11733.21,6841.86
910265,505185,20202,1.0,11129.06,5688.47,10,11129.06,1112.91,10016.15,5688.47
910266,505186,20233,1.0,37480.36,23462.2,5,37480.36,1874.02,35606.34,23462.2
910267,505186,20219,1.0,2374.82,1493.38,10,2374.82,237.48,2137.34,1493.38
910268,505186,20206,1.0,7333.43,3267.21,15,7333.43,1100.01,6233.42,3267.21
910269,505187,20067,1.0,355.37,156.32,15,355.37,53.31,302.06,156.32
910270,505187,20152,1.0,1133.67,691.09,15,1133.67,170.05,963.62,691.09
910271,505188,20118,1.0,12313.04,5601.05,15,12313.04,1846.96,10466.08,5601.05
910272,505188,20242,2.0,856.35,484.3,25,1712.7,428.18,1284.52,968.6
910273,505189,20037,1.0,1734.87,900.11,10,1734.87,173.49,1561.38,900.11
910274,505189,20102,2.0,631.51,312.41,0,1263.02,0.0,1263.02,624.82
910275,505190,20189,2.0,497.27,254.23,0,994.54,0.0,994.54,508.46
910276,505190,20215,1.0,4619.21,2986.9,10,4619.21,461.92,4157.29,2986.9
910277,505190,20113,2.0,1643.54,897.05,0,3287.08,0.0,3287.08,1794.1
910278,505190,20182,2.0,486.61,314.6,15,973.22,145.98,827.24,629.2
910279,505191,20061,1.0,1419.98,624.9,0,1419.98,0.0,1419.98,624.9
910280,505191,20231,1.0,1001.94,443.63,20,1001.94,200.39,801.55,443.63
910281,505191,20131,1.0,4823.66,1816.91,5,4823.66,241.18,4582.48,1816.91
910282,505191,20062,1.0,305.94,136.42,20,305.94,61.19,244.75,136.42
910283,505192,20040,2.0,1405.02,606.34,10,2810.04,281.0,2529.04,1212.68
910284,505192,20091,1.0,2708.48,1134.09,10,2708.48,270.85,2437.63,1134.09
910285,505193,20065,1.0,4850.41,1964.56,20,4850.41,970.08,3880.33,1964.56
910286,505193,20097,2.0,875.47,357.51,15,1750.94,262.64,1488.3,715.02
910287,505194,20217,1.0,69091.13,39024.1,10,69091.13,6909.11,62182.02,39024.1
910288,505195,20177,1.0,577.46,291.4,10,577.46,57.75,519.71,291.4
910289,505196,20135,2.0,57639.3,26999.4,0,115278.6,0.0,115278.6,53998.8
910290,505197,20137,1.0,3884.29,2001.16,5,3884.29,194.21,3690.08,2001.16
910291,505198,20176,3.0,4966.93,2828.62,10,14900.79,1490.08,13410.71,8485.86
910292,505199,20047,1.0,2184.05,873.58,10,2184.05,218.4,1965.65,873.58
910293,505199,20017,1.0,1109.27,542.21,25,1109.27,277.32,831.95,542.21
910294,505200,20094,1.0,1174.21,661.48,0,1174.21,0.0,1174.21,661.48
910295,505201,20156,4.0,1052.52,389.44,10,4210.08,421.01,3789.07,1557.76
910296,505201,20210,1.0,39951.74,24370.91,0,39951.74,0.0,39951.74,24370.91
910297,505201,20238,1.0,1827.99,769.32,20,1827.99,365.6,1462.39,769.32
910298,505202,20154,1.0,705.67,272.04,5,705.67,35.28,670.39,272.04
910299,505203,20105,1.0,7683.3,4304.87,10,7683.3,768.33,6914.97,4304.87
910300,505203,20167,3.0,57110.65,29675.06,15,171331.95,25699.79,145632.16,89025.18
910301,505203,20066,1.0,37192.6,14356.0,5,37192.6,1859.63,35332.97,14356.0
910302,505204,20032,1.0,421.54,251.42,25,421.54,105.38,316.16,251.42
910303,505205,20156,2.0,1052.52,389.44,0,2105.04,0.0,2105.04,778.88
910304,505206,20122,1.0,14754.48,8539.23,5,14754.48,737.72,14016.76,8539.23
910305,505206,20073,2.0,672.95,403.06,5,1345.9,67.3,1278.6,806.12
910306,505206,20222,4.0,37415.28,22609.43,10,149661.12,14966.11,134695.01,90437.72
910307,505207,20221,1.0,346.01,167.47,15,346.01,51.9,294.11,167.47
910308,505207,20225,1.0,1183.96,611.67,10,1183.96,118.4,1065.56,611.67
910309,505208,20155,1.0,9423.58,4590.27,0,9423.58,0.0,9423.58,4590.27
910310,505209,20234,2.0,616.51,221.5,0,1233.02,0.0,1233.02,443.0
910311,505209,20017,1.0,1109.27,542.21,0,1109.27,0.0,1109.27,542.21
910312,505209,20220,2.0,8741.43,4054.0,10,17482.86,1748.29,15734.57,8108.0
910313,505209,20014,1.0,557.2,204.62,10,557.2,55.72,501.48,204.62
910314,505210,20073,1.0,672.95,403.06,20,672.95,134.59,538.36,403.06
910315,505210,20139,1.0,4147.19,1778.79,20,4147.19,829.44,3317.75,1778.79
910316,505211,20101,1.0,495.5,311.24,15,495.5,74.32,421.18,311.24
910317,505211,20011,1.0,5804.22,2185.11,10,5804.22,580.42,5223.8,2185.11
910318,505212,20174,1.0,9489.2,5657.72,5,9489.2,474.46,9014.74,5657.72
910319,505212,20116,1.0,14639.11,7180.81,10,14639.11,1463.91,13175.2,7180.81
910320,505213,20056,1.0,2108.57,823.77,15,2108.57,316.29,1792.28,823.77
910321,505213,20002,1.0,10282.55,6040.96,25,10282.55,2570.64,7711.91,6040.96
