order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_pct,gross_amount,discount_amount,net_amount,cost_amount,customer_id,order_date,sales_channel,order_status,product_name,category,subcategory,revenue,profit,profit_margin,revenue_difference
906732,503395,20206,1.0,7333.43,3267.21,15,7333.43,1100.01,6233.42,3267.21,13000,2025-06-09,Organic,Delivered,Smartphone 20206,Electronics,Smartphone,6233.42,2966.21,47.59,0.0
906733,503395,20148,1.0,584.73,229.51,5,584.73,29.24,555.49,229.51,13000,2025-06-09,Organic,Delivered,Face Wash 20148,Beauty,Face Wash,555.49,325.98,58.68,0.0
906734,503395,20097,1.0,875.47,357.51,25,875.47,218.87,656.6,357.51,13000,2025-06-09,Organic,Delivered,Cushion 20097,Home,Cushion,656.6,299.09,45.55,0.0
906735,503395,20226,3.0,2006.11,1202.04,15,6018.33,902.75,5115.58,3606.12,13000,2025-06-09,Organic,Delivered,T-Shirt 20226,Fashion,T-Shirt,5115.58,1509.46,29.51,0.0
906736,503395,20214,1.0,13633.91,6410.28,15,13633.91,2045.09,11588.82,6410.28,13000,2025-06-09,Organic,Delivered,Badminton Racket 20214,Sports,Badminton Racket,11588.82,5178.54,44.69,0.0
906737,503396,20239,1.0,29037.02,11401.1,15,29037.02,4355.55,24681.47,11401.1,11882,2024-02-12,Direct,Delivered,Mouse 20239,Electronics,Mouse,24681.47,13280.37,53.81,0.0
906738,503396,20183,1.0,2415.51,1541.5,0,2415.51,0.0,2415.51,1541.5,11882,2024-02-12,Direct,Delivered,Dress 20183,Fashion,Dress,2415.51,874.01,36.18,0.0
906739,503397,20176,2.0,4966.93,2828.62,25,9933.86,2483.46,7450.4,5657.24,10549,2024-01-25,Email,Delivered,Keyboard 20176,Electronics,Keyboard,7450.4,1793.16,24.07,0.0
906740,503398,20138,4.0,3333.11,1217.57,15,13332.44,1999.87,11332.57,4870.28,14021,2024-09-02,Direct,Delivered,Keyboard 20138,Electronics,Keyboard,11332.57,6462.29,57.02,0.0
906741,503398,20223,2.0,3208.58,1610.64,20,6417.16,1283.43,5133.73,3221.28,14021,2024-09-02,Direct,Delivered,Smartphone 20223,Electronics,Smartphone,5133.73,1912.45,37.25,0.0
906742,503398,20089,1.0,6296.83,2350.0,15,6296.83,944.52,5352.31,2350.0,14021,2024-09-02,Direct,Delivered,Dress 20089,Fashion,Dress,5352.31,3002.31,56.09,0.0
906743,503398,20066,1.0,37192.6,14356.0,15,37192.6,5578.89,31613.71,14356.0,14021,2024-09-02,Direct,Delivered,Smartphone 20066,Electronics,Smartphone,31613.71,17257.71,54.59,0.0
906744,503399,20210,1.0,39951.74,24370.91,25,39951.74,9987.94,29963.8,24370.91,10914,2025-02-19,Affiliate,Delivered,Smartphone 20210,Electronics,Smartphone,29963.8,5592.89,18.67,0.0
906745,503399,20124,1.0,13395.78,5604.63,5,13395.78,669.79,12725.99,5604.63,10914,2025-02-19,Affiliate,Delivered,Yoga Mat 20124,Sports,Yoga Mat,12725.99,7121.36,55.96,0.0
906746,503400,20188,1.0,1301.72,615.08,20,1301.72,260.34,1041.38,615.08,13921,2025-10-21,Direct,Delivered,Storage Box 20188,Home,Storage Box,1041.38,426.3,40.94,0.0
906747,503400,20105,1.0,7683.3,4304.87,5,7683.3,384.16,7299.14,4304.87,13921,2025-10-21,Direct,Delivered,Badminton Racket 20105,Sports,Badminton Racket,7299.14,2994.27,41.02,0.0
906748,503401,20150,2.0,7123.14,3165.89,10,14246.28,1424.63,12821.65,6331.78,11827,2025-12-17,Email,Delivered,Bedsheet 20150,Home,Bedsheet,12821.65,6489.87,50.62,0.0
906749,503402,20050,1.0,3146.79,1481.52,15,3146.79,472.02,2674.77,1481.52,13421,2025-08-27,Paid Search,Delivered,Running Shoes 20050,Sports,Running Shoes,2674.77,1193.25,44.61,0.0
906750,503402,20145,2.0,331.46,143.53,0,662.92,0.0,662.92,287.06,13421,2025-08-27,Paid Search,Delivered,Storage Box 20145,Home,Storage Box,662.92,375.86,56.7,0.0
906751,503402,20146,1.0,3765.71,2293.07,20,3765.71,753.14,3012.57,2293.07,13421,2025-08-27,Paid Search,Delivered,Lamp 20146,Home,Lamp,3012.57,719.5,23.88,0.0
906752,503402,20040,1.0,1405.02,606.34,5,1405.02,70.25,1334.77,606.34,13421,2025-08-27,Paid Search,Delivered,Running Shoes 20040,Sports,Running Shoes,1334.77,728.43,54.57,0.0
906753,503402,20072,1.0,2282.11,915.86,15,2282.11,342.32,1939.79,915.86,13421,2025-08-27,Paid Search,Delivered,Shampoo 20072,Beauty,Shampoo,1939.79,1023.93,52.79,0.0
906754,503403,20137,1.0,3884.29,2001.16,5,3884.29,194.21,3690.08,2001.16,13536,2024-07-31,Affiliate,Delivered,Perfume 20137,Beauty,Perfume,3690.08,1688.92,45.77,0.0
906755,503404,20212,1.0,1054.5,525.69,0,1054.5,0.0,1054.5,525.69,12127,2025-02-23,Organic,Delivered,Storage Box 20212,Home,Storage Box,1054.5,528.81,50.15,0.0
906756,503404,20045,2.0,360.74,200.18,10,721.48,72.15,649.33,400.36,12127,2025-02-23,Organic,Delivered,Shampoo 20045,Beauty,Shampoo,649.33,248.97,38.34,0.0
906757,503405,20090,1.0,328.51,167.06,15,328.51,49.28,279.23,167.06,13335,2024-03-25,Social,Delivered,Serum 20090,Beauty,Serum,279.23,112.17,40.17,0.0
906758,503405,20047,1.0,2184.05,873.58,20,2184.05,436.81,1747.24,873.58,13335,2024-03-25,Social,Delivered,Serum 20047,Beauty,Serum,1747.24,873.66,50.0,0.0
906759,503406,20164,2.0,11095.53,5298.72,15,22191.06,3328.66,18862.4,10597.44,12210,2024-12-20,Paid Search,Delivered,Badminton Racket 20164,Sports,Badminton Racket,18862.4,8264.96,43.82,0.0
906760,503406,20105,1.0,7683.3,4304.87,10,7683.3,768.33,6914.97,4304.87,12210,2024-12-20,Paid Search,Delivered,Badminton Racket 20105,Sports,Badminton Racket,6914.97,2610.1,37.75,0.0
906761,503407,20195,1.0,12350.75,6841.86,20,12350.75,2470.15,9880.6,6841.86,13032,2024-03-13,Affiliate,Delivered,Yoga Mat 20195,Sports,Yoga Mat,9880.6,3038.74,30.75,0.0
906762,503408,20229,1.0,451.9,167.11,5,451.9,22.6,429.3,167.11,11130,2025-12-26,Affiliate,Delivered,T-Shirt 20229,Fashion,T-Shirt,429.3,262.19,61.07,0.0
906763,503408,20151,1.0,31724.89,20508.74,0,31724.89,0.0,31724.89,20508.74,11130,2025-12-26,Affiliate,Delivered,Monitor 20151,Electronics,Monitor,31724.89,11216.15,35.35,0.0
906764,503409,20140,3.0,3463.21,2168.28,0,10389.63,0.0,10389.63,6504.84,12127,2024-11-25,Direct,Delivered,Perfume 20140,Beauty,Perfume,10389.63,3884.79,37.39,0.0
906765,503410,20203,2.0,255.91,103.53,10,511.82,51.18,460.64,207.06,10686,2025-06-11,Paid Search,Delivered,Shampoo 20203,Beauty,Shampoo,460.64,253.58,55.05,0.0
906766,503411,20157,1.0,8888.17,4176.33,20,8888.17,1777.63,7110.54,4176.33,12079,2024-03-17,Direct,Delivered,Cushion 20157,Home,Cushion,7110.54,2934.21,41.27,0.0
906767,503411,20248,1.0,1003.97,405.22,15,1003.97,150.6,853.37,405.22,12079,2024-03-17,Direct,Delivered,Shampoo 20248,Beauty,Shampoo,853.37,448.15,52.52,0.0
906768,503412,20131,1.0,4823.66,1816.91,10,4823.66,482.37,4341.29,1816.91,10080,2025-11-27,Affiliate,Delivered,Cookware 20131,Home,Cookware,4341.29,2524.38,58.15,0.0
906769,503412,20027,2.0,265.01,170.54,0,530.02,0.0,530.02,341.08,10080,2025-11-27,Affiliate,Delivered,Serum 20027,Beauty,Serum,530.02,188.94,35.65,0.0
906770,503413,20076,1.0,5763.89,3459.13,10,5763.89,576.39,5187.5,3459.13,12049,2025-01-18,Paid Search,Delivered,Mouse 20076,Electronics,Mouse,5187.5,1728.37,33.32,0.0
906771,503413,20107,4.0,1956.05,1249.76,10,7824.2,782.42,7041.78,4999.04,12049,2025-01-18,Paid Search,Delivered,Running Shoes 20107,Sports,Running Shoes,7041.78,2042.74,29.01,0.0
906772,503414,20045,1.0,360.74,200.18,20,360.74,72.15,288.59,200.18,14301,2024-02-22,Organic,Delivered,Shampoo 20045,Beauty,Shampoo,288.59,88.41,30.64,0.0
906773,503415,20150,1.0,7123.14,3165.89,20,7123.14,1424.63,5698.51,3165.89,11807,2024-09-26,Paid Search,Delivered,Bedsheet 20150,Home,Bedsheet,5698.51,2532.62,44.44,0.0
906774,503416,20239,1.0,29037.02,11401.1,0,29037.02,0.0,29037.02,11401.1,12481,2024-06-04,Organic,Delivered,Mouse 20239,Electronics,Mouse,29037.02,17635.92,60.74,0.0
906775,503417,20143,2.0,10016.19,6270.24,10,20032.38,2003.24,18029.14,12540.48,14281,2024-02-20,Email,Delivered,Monitor 20143,Electronics,Monitor,18029.14,5488.66,30.44,0.0
906776,503417,20104,2.0,810.35,376.04,15,1620.7,243.1,1377.6,752.08,14281,2024-02-20,Email,Delivered,Laptop 20104,Electronics,Laptop,1377.6,625.52,45.41,0.0
906777,503418,20099,1.0,51823.07,23412.84,25,51823.07,12955.77,38867.3,23412.84,10016,2024-01-23,Organic,Delivered,Headphones 20099,Electronics,Headphones,38867.3,15454.46,39.76,0.0
906778,503418,20129,1.0,3852.65,1967.85,15,3852.65,577.9,3274.75,1967.85,10016,2024-01-23,Organic,Delivered,Smartphone 20129,Electronics,Smartphone,3274.75,1306.9,39.91,0.0
906779,503418,20200,1.0,667.42,334.31,5,667.42,33.37,634.05,334.31,10016,2024-01-23,Organic,Delivered,Storage Box 20200,Home,Storage Box,634.05,299.74,47.27,0.0
906780,503418,20081,1.0,1102.66,531.45,20,1102.66,220.53,882.13,531.45,10016,2024-01-23,Organic,Delivered,Badminton Racket 20081,Sports,Badminton Racket,882.13,350.68,39.75,0.0
906781,503419,20099,1.0,51823.07,23412.84,15,51823.07,7773.46,44049.61,23412.84,13354,2025-06-04,Paid Search,Delivered,Headphones 20099,Electronics,Headphones,44049.61,20636.77,46.85,0.0
906782,503419,20131,1.0,4823.66,1816.91,0,4823.66,0.0,4823.66,1816.91,13354,2025-06-04,Paid Search,Delivered,Cookware 20131,Home,Cookware,4823.66,3006.75,62.33,0.0
906783,503420,20250,2.0,11658.68,5085.0,5,23317.36,1165.87,22151.49,10170.0,12646,2025-09-26,Email,Delivered,Running Shoes 20250,Sports,Running Shoes,22151.49,11981.49,54.09,0.0
906784,503421,20235,1.0,5067.15,2084.95,20,5067.15,1013.43,4053.72,2084.95,11716,2025-04-27,Social,Delivered,Bedsheet 20235,Home,Bedsheet,4053.72,1968.77,48.57,0.0
906785,503422,20031,1.0,4512.81,1851.07,5,4512.81,225.64,4287.17,1851.07,11292,2025-05-22,Direct,Delivered,Face Wash 20031,Beauty,Face Wash,4287.17,2436.1,56.82,0.0
906786,503423,20180,1.0,4768.23,2316.26,15,4768.23,715.23,4053.0,2316.26,12964,2024-01-28,Paid Search,Delivered,Keyboard 20180,Electronics,Keyboard,4053.0,1736.74,42.85,0.0
906787,503423,20038,2.0,780.89,358.2,10,1561.78,156.18,1405.6,716.4,12964,2024-01-28,Paid Search,Delivered,Dress 20038,Fashion,Dress,1405.6,689.2,49.03,0.0
906788,503424,20189,1.0,497.27,254.23,5,497.27,24.86,472.41,254.23,12137,2024-05-09,Social,Delivered,Shampoo 20189,Beauty,Shampoo,472.41,218.18,46.18,0.0
906789,503425,20131,1.0,4823.66,1816.91,0,4823.66,0.0,4823.66,1816.91,11977,2024-01-26,Direct,Delivered,Cookware 20131,Home,Cookware,4823.66,3006.75,62.33,0.0
906790,503426,20216,4.0,28204.64,12271.06,15,112818.56,16922.78,95895.78,49084.24,13363,2025-12-13,Paid Search,Delivered,Keyboard 20216,Electronics,Keyboard,95895.78,46811.54,48.82,0.0
906791,503426,20054,2.0,1142.93,410.77,15,2285.86,342.88,1942.98,821.54,13363,2025-12-13,Paid Search,Delivered,Running Shoes 20054,Sports,Running Shoes,1942.98,1121.44,57.72,0.0
906792,503426,20229,1.0,451.9,167.11,5,451.9,22.6,429.3,167.11,13363,2025-12-13,Paid Search,Delivered,T-Shirt 20229,Fashion,T-Shirt,429.3,262.19,61.07,0.0
906793,503426,20232,1.0,338.08,119.67,10,338.08,33.81,304.27,119.67,13363,2025-12-13,Paid Search,Delivered,Perfume 20232,Beauty,Perfume,304.27,184.6,60.67,0.0
906794,503427,20191,1.0,16000.09,6354.85,15,16000.09,2400.01,13600.08,6354.85,11998,2025-06-23,Social,Delivered,Headphones 20191,Electronics,Headphones,13600.08,7245.23,53.27,0.0
906795,503427,20089,1.0,6296.83,2350.0,0,6296.83,0.0,6296.83,2350.0,11998,2025-06-23,Social,Delivered,Dress 20089,Fashion,Dress,6296.83,3946.83,62.68,0.0
906796,503428,20181,1.0,1516.64,752.06,25,1516.64,379.16,1137.48,752.06,14049,2025-11-29,Direct,Delivered,Bedsheet 20181,Home,Bedsheet,1137.48,385.42,33.88,0.0
906797,503429,20203,1.0,255.91,103.53,20,255.91,51.18,204.73,103.53,11425,2025-10-23,Social,Delivered,Shampoo 20203,Beauty,Shampoo,204.73,101.2,49.43,0.0
906798,503430,20240,1.0,5892.88,2880.72,25,5892.88,1473.22,4419.66,2880.72,13503,2024-06-13,Direct,Delivered,Dress 20240,Fashion,Dress,4419.66,1538.94,34.82,0.0
906799,503430,20083,2.0,1586.83,802.65,10,3173.66,317.37,2856.29,1605.3,13503,2024-06-13,Direct,Delivered,Monitor 20083,Electronics,Monitor,2856.29,1250.99,43.8,0.0
906800,503430,20063,1.0,48801.99,20977.47,15,48801.99,7320.3,41481.69,20977.47,13503,2024-06-13,Direct,Delivered,Monitor 20063,Electronics,Monitor,41481.69,20504.22,49.43,0.0
906801,503430,20108,1.0,661.43,266.18,10,661.43,66.14,595.29,266.18,13503,2024-06-13,Direct,Delivered,Bedsheet 20108,Home,Bedsheet,595.29,329.11,55.29,0.0
906802,503430,20165,1.0,3173.03,1708.63,10,3173.03,317.3,2855.73,1708.63,13503,2024-06-13,Direct,Delivered,Dumbbells 20165,Sports,Dumbbells,2855.73,1147.1,40.17,0.0
906803,503431,20229,1.0,451.9,167.11,5,451.9,22.6,429.3,167.11,12817,2025-01-08,Direct,Delivered,T-Shirt 20229,Fashion,T-Shirt,429.3,262.19,61.07,0.0
906804,503431,20075,1.0,3455.22,1702.44,15,3455.22,518.28,2936.94,1702.44,12817,2025-01-08,Direct,Delivered,Moisturizer 20075,Beauty,Moisturizer,2936.94,1234.5,42.03,0.0
906805,503431,20056,1.0,2108.57,823.77,15,2108.57,316.29,1792.28,823.77,12817,2025-01-08,Direct,Delivered,Running Shoes 20056,Sports,Running Shoes,1792.28,968.51,54.04,0.0
906806,503432,20057,1.0,1299.09,681.94,25,1299.09,324.77,974.32,681.94,14482,2025-04-17,Paid Search,Delivered,Sneakers 20057,Fashion,Sneakers,974.32,292.38,30.01,0.0
906807,503433,20107,2.0,1956.05,1249.76,0,3912.1,0.0,3912.1,2499.52,12002,2025-06-26,Affiliate,Delivered,Running Shoes 20107,Sports,Running Shoes,3912.1,1412.58,36.11,0.0
906808,503434,20037,4.0,1734.87,900.11,15,6939.48,1040.92,5898.56,3600.44,11174,2025-05-03,Email,Delivered,Sneakers 20037,Fashion,Sneakers,5898.56,2298.12,38.96,0.0
906809,503434,20206,1.0,7333.43,3267.21,0,7333.43,0.0,7333.43,3267.21,11174,2025-05-03,Email,Delivered,Smartphone 20206,Electronics,Smartphone,7333.43,4066.22,55.45,0.0
906810,503434,20135,1.0,57639.3,26999.4,20,57639.3,11527.86,46111.44,26999.4,11174,2025-05-03,Email,Delivered,Smartphone 20135,Electronics,Smartphone,46111.44,19112.04,41.45,0.0
906811,503435,20175,1.0,512.76,312.64,5,512.76,25.64,487.12,312.64,11993,2024-11-27,Direct,Delivered,Football 20175,Sports,Football,487.12,174.48,35.82,0.0
906812,503435,20171,1.0,549.39,355.49,0,549.39,0.0,549.39,355.49,11993,2024-11-27,Direct,Delivered,Shampoo 20171,Beauty,Shampoo,549.39,193.9,35.29,0.0
906813,503436,20205,1.0,992.31,642.07,10,992.31,99.23,893.08,642.07,13307,2024-01-03,Social,Delivered,Jacket 20205,Fashion,Jacket,893.08,251.01,28.11,0.0
906814,503436,20092,1.0,2265.41,1302.01,0,2265.41,0.0,2265.41,1302.01,13307,2024-01-03,Social,Delivered,Laptop 20092,Electronics,Laptop,2265.41,963.4,42.53,0.0
906815,503437,20118,1.0,12313.04,5601.05,5,12313.04,615.65,11697.39,5601.05,12150,2025-11-17,Affiliate,Delivered,Laptop 20118,Electronics,Laptop,11697.39,6096.34,52.12,0.0
906816,503438,20061,1.0,1419.98,624.9,10,1419.98,142.0,1277.98,624.9,14450,2025-05-18,Paid Search,Delivered,Face Wash 20061,Beauty,Face Wash,1277.98,653.08,51.1,0.0
906817,503438,20011,1.0,5804.22,2185.11,5,5804.22,290.21,5514.01,2185.11,14450,2025-05-18,Paid Search,Delivered,Football 20011,Sports,Football,5514.01,3328.9,60.37,0.0
906818,503438,20135,1.0,57639.3,26999.4,5,57639.3,2881.96,54757.34,26999.4,14450,2025-05-18,Paid Search,Delivered,Smartphone 20135,Electronics,Smartphone,54757.34,27757.94,50.69,0.0
906819,503439,20176,1.0,4966.93,2828.62,10,4966.93,496.69,4470.24,2828.62,10780,2025-09-03,Social,Delivered,Keyboard 20176,Electronics,Keyboard,4470.24,1641.62,36.72,0.0
906820,503439,20086,2.0,1750.18,990.74,15,3500.36,525.05,2975.31,1981.48,10780,2025-09-03,Social,Delivered,Dress 20086,Fashion,Dress,2975.31,993.83,33.4,0.0
906821,503440,20096,1.0,1259.28,785.79,10,1259.28,125.93,1133.35,785.79,11543,2024-06-10,Affiliate,Delivered,Perfume 20096,Beauty,Perfume,1133.35,347.56,30.67,0.0
906822,503440,20052,1.0,762.46,360.49,20,762.46,152.49,609.97,360.49,11543,2024-06-10,Affiliate,Delivered,Chair 20052,Home,Chair,609.97,249.48,40.9,0.0
906823,503441,20025,3.0,789.05,334.17,10,2367.15,236.72,2130.43,1002.51,14917,2024-03-18,Direct,Delivered,Bedsheet 20025,Home,Bedsheet,2130.43,1127.92,52.94,0.01
906824,503442,20040,2.0,1405.02,606.34,15,2810.04,421.51,2388.53,1212.68,13998,2025-10-20,Paid Search,Delivered,Running Shoes 20040,Sports,Running Shoes,2388.53,1175.85,49.23,0.0
906826,503444,20123,1.0,846.18,317.31,20,846.18,169.24,676.94,317.31,14702,2025-09-04,Direct,Delivered,Face Wash 20123,Beauty,Face Wash,676.94,359.63,53.13,0.0
906827,503445,20006,1.0,66361.9,40574.05,20,66361.9,13272.38,53089.52,40574.05,12130,2024-11-17,Social,Delivered,Monitor 20006,Electronics,Monitor,53089.52,12515.47,23.57,0.0
906828,503446,20104,1.0,810.35,376.04,10,810.35,81.04,729.31,376.04,13220,2025-10-23,Organic,Delivered,Laptop 20104,Electronics,Laptop,729.31,353.27,48.44,0.01
906829,503446,20083,2.0,1586.83,802.65,15,3173.66,476.05,2697.61,1605.3,13220,2025-10-23,Organic,Delivered,Monitor 20083,Electronics,Monitor,2697.61,1092.31,40.49,0.0
906830,503447,20069,1.0,12203.61,5611.88,10,12203.61,1220.36,10983.25,5611.88,10084,2024-06-12,Social,Delivered,Running Shoes 20069,Sports,Running Shoes,10983.25,5371.37,48.91,0.0
906831,503447,20155,1.0,9423.58,4590.27,15,9423.58,1413.54,8010.04,4590.27,10084,2024-06-12,Social,Delivered,Badminton Racket 20155,Sports,Badminton Racket,8010.04,3419.77,42.69,0.0
906832,503448,20078,2.0,1555.58,716.87,25,3111.16,777.79,2333.37,1433.74,10822,2025-07-07,Direct,Delivered,Cookware 20078,Home,Cookware,2333.37,899.63,38.55,0.0
906833,503448,20008,1.0,7931.3,3163.37,20,7931.3,1586.26,6345.04,3163.37,10822,2025-07-07,Direct,Delivered,Storage Box 20008,Home,Storage Box,6345.04,3181.67,50.14,0.0
906834,503449,20113,1.0,1643.54,897.05,20,1643.54,328.71,1314.83,897.05,13493,2024-12-27,Direct,Delivered,Perfume 20113,Beauty,Perfume,1314.83,417.78,31.77,0.0
906835,503449,20023,1.0,1420.83,679.29,25,1420.83,355.21,1065.62,679.29,13493,2024-12-27,Direct,Delivered,Lamp 20023,Home,Lamp,1065.62,386.33,36.25,0.0
906836,503450,20058,3.0,825.82,425.37,0,2477.46,0.0,2477.46,1276.11,11305,2024-04-30,Paid Search,Delivered,Lamp 20058,Home,Lamp,2477.46,1201.35,48.49,0.0
906837,503450,20248,2.0,1003.97,405.22,15,2007.94,301.19,1706.75,810.44,11305,2024-04-30,Paid Search,Delivered,Shampoo 20248,Beauty,Shampoo,1706.75,896.31,52.52,0.0
906838,503450,20110,1.0,27669.14,13251.38,10,27669.14,2766.91,24902.23,13251.38,11305,2024-04-30,Paid Search,Delivered,Mouse 20110,Electronics,Mouse,24902.23,11650.85,46.79,0.0
906839,503450,20022,1.0,4318.99,2170.88,5,4318.99,215.95,4103.04,2170.88,11305,2024-04-30,Paid Search,Delivered,Badminton Racket 20022,Sports,Badminton Racket,4103.04,1932.16,47.09,0.0
906840,503450,20053,3.0,1726.42,1063.45,5,5179.26,258.96,4920.3,3190.35,11305,2024-04-30,Paid Search,Delivered,Badminton Racket 20053,Sports,Badminton Racket,4920.3,1729.95,35.16,0.0
906841,503451,20047,1.0,2184.05,873.58,10,2184.05,218.4,1965.65,873.58,10589,2025-06-08,Affiliate,Delivered,Serum 20047,Beauty,Serum,1965.65,1092.07,55.56,0.0
906842,503452,20155,1.0,9423.58,4590.27,10,9423.58,942.36,8481.22,4590.27,13400,2024-09-20,Social,Delivered,Badminton Racket 20155,Sports,Badminton Racket,8481.22,3890.95,45.88,0.0
906843,503452,20059,1.0,1423.46,776.46,10,1423.46,142.35,1281.11,776.46,13400,2024-09-20,Social,Delivered,Backpack 20059,Fashion,Backpack,1281.11,504.65,39.39,0.0
906844,503453,20220,2.0,8741.43,4054.0,10,17482.86,1748.29,15734.57,8108.0,11087,2024-04-26,Paid Search,Delivered,Storage Box 20220,Home,Storage Box,15734.57,7626.57,48.47,0.0
906845,503453,20124,3.0,13395.78,5604.63,20,40187.34,8037.47,32149.87,16813.89,11087,2024-04-26,Paid Search,Delivered,Yoga Mat 20124,Sports,Yoga Mat,32149.87,15335.98,47.7,0.0
906846,503453,20128,1.0,472.44,268.02,0,472.44,0.0,472.44,268.02,11087,2024-04-26,Paid Search,Delivered,Shampoo 20128,Beauty,Shampoo,472.44,204.42,43.27,0.0
906847,503454,20192,1.0,1251.49,516.17,10,1251.49,125.15,1126.34,516.17,14331,2025-06-02,Affiliate,Delivered,Sneakers 20192,Fashion,Sneakers,1126.34,610.17,54.17,0.0
906848,503454,20223,2.0,3208.58,1610.64,25,6417.16,1604.29,4812.87,3221.28,14331,2025-06-02,Affiliate,Delivered,Smartphone 20223,Electronics,Smartphone,4812.87,1591.59,33.07,0.0
906849,503455,20178,3.0,9139.42,3920.03,10,27418.26,2741.83,24676.43,11760.09,10894,2025-07-18,Paid Search,Delivered,Storage Box 20178,Home,Storage Box,24676.43,12916.34,52.34,0.0
906850,503456,20232,3.0,338.08,119.67,25,1014.24,253.56,760.68,359.01,10119,2024-08-24,Paid Search,Delivered,Perfume 20232,Beauty,Perfume,760.68,401.67,52.8,0.0
906851,503456,20125,1.0,1356.16,737.87,0,1356.16,0.0,1356.16,737.87,10119,2024-08-24,Paid Search,Delivered,Keyboard 20125,Electronics,Keyboard,1356.16,618.29,45.59,0.0
906852,503457,20120,1.0,1105.53,706.04,15,1105.53,165.83,939.7,706.04,11953,2025-12-07,Paid Search,Delivered,Serum 20120,Beauty,Serum,939.7,233.66,24.87,0.0
906853,503457,20104,1.0,810.35,376.04,0,810.35,0.0,810.35,376.04,11953,2025-12-07,Paid Search,Delivered,Laptop 20104,Electronics,Laptop,810.35,434.31,53.6,0.0
906854,503457,20039,1.0,570.9,319.77,0,570.9,0.0,570.9,319.77,11953,2025-12-07,Paid Search,Delivered,Running Shoes 20039,Sports,Running Shoes,570.9,251.13,43.99,0.0
906855,503458,20166,2.0,7411.28,3795.83,0,14822.56,0.0,14822.56,7591.66,11632,2025-06-03,Organic,Delivered,Bedsheet 20166,Home,Bedsheet,14822.56,7230.9,48.78,0.0
906856,503458,20092,3.0,2265.41,1302.01,10,6796.23,679.62,6116.61,3906.03,11632,2025-06-03,Organic,Delivered,Laptop 20092,Electronics,Laptop,6116.61,2210.58,36.14,0.0
906857,503458,20092,2.0,2265.41,1302.01,10,4530.82,453.08,4077.74,2604.02,11632,2025-06-03,Organic,Delivered,Laptop 20092,Electronics,Laptop,4077.74,1473.72,36.14,0.0
906860,503460,20009,2.0,1160.15,521.78,5,2320.3,116.02,2204.28,1043.56,11168,2024-09-02,Direct,Delivered,Moisturizer 20009,Beauty,Moisturizer,2204.28,1160.72,52.66,0.0
906861,503460,20094,1.0,1174.21,661.48,25,1174.21,293.55,880.66,661.48,11168,2024-09-02,Direct,Delivered,Smartphone 20094,Electronics,Smartphone,880.66,219.18,24.89,0.0
906862,503461,20031,1.0,4512.81,1851.07,25,4512.81,1128.2,3384.61,1851.07,14904,2025-12-13,Paid Search,Delivered,Face Wash 20031,Beauty,Face Wash,3384.61,1533.54,45.31,0.0
906863,503461,20147,1.0,466.14,257.27,15,466.14,69.92,396.22,257.27,14904,2025-12-13,Paid Search,Delivered,Perfume 20147,Beauty,Perfume,396.22,138.95,35.07,0.0
906864,503461,20171,2.0,549.39,355.49,0,1098.78,0.0,1098.78,710.98,14904,2025-12-13,Paid Search,Delivered,Shampoo 20171,Beauty,Shampoo,1098.78,387.8,35.29,0.0
906865,503462,20069,2.0,12203.61,5611.88,10,24407.22,2440.72,21966.5,11223.76,12111,2024-05-09,Email,Delivered,Running Shoes 20069,Sports,Running Shoes,21966.5,10742.74,48.91,0.0
906866,503462,20200,1.0,667.42,334.31,10,667.42,66.74,600.68,334.31,12111,2024-05-09,Email,Delivered,Storage Box 20200,Home,Storage Box,600.68,266.37,44.34,0.0
906867,503463,20243,1.0,688.75,402.59,5,688.75,34.44,654.31,402.59,13546,2025-11-28,Paid Search,Delivered,Moisturizer 20243,Beauty,Moisturizer,654.31,251.72,38.47,0.0
906868,503464,20160,2.0,3652.46,2207.0,0,7304.92,0.0,7304.92,4414.0,13843,2025-01-13,Direct,Delivered,Cushion 20160,Home,Cushion,7304.92,2890.92,39.57,0.0
906869,503465,20021,1.0,8993.0,4728.96,10,8993.0,899.3,8093.7,4728.96,14421,2025-05-08,Email,Delivered,Yoga Mat 20021,Sports,Yoga Mat,8093.7,3364.74,41.57,0.0
906870,503466,20086,1.0,1750.18,990.74,15,1750.18,262.53,1487.65,990.74,12515,2025-05-16,Direct,Delivered,Dress 20086,Fashion,Dress,1487.65,496.91,33.4,0.0
906871,503467,20199,1.0,648.46,325.89,20,648.46,129.69,518.77,325.89,11138,2025-01-09,Paid Search,Delivered,Moisturizer 20199,Beauty,Moisturizer,518.77,192.88,37.18,0.0
906872,503468,20050,1.0,3146.79,1481.52,15,3146.79,472.02,2674.77,1481.52,12592,2025-01-13,Social,Delivered,Running Shoes 20050,Sports,Running Shoes,2674.77,1193.25,44.61,0.0
906873,503468,20221,3.0,346.01,167.47,0,1038.03,0.0,1038.03,502.41,12592,2025-01-13,Social,Delivered,Chair 20221,Home,Chair,1038.03,535.62,51.6,0.0
906874,503469,20099,1.0,51823.07,23412.84,0,51823.07,0.0,51823.07,23412.84,12129,2025-02-18,Organic,Delivered,Headphones 20099,Electronics,Headphones,51823.07,28410.23,54.82,0.0
