order_id,payment_id,payment_method,payment_amount,payment_status
503132,703132,UPI,1206.98,Paid
503133,703133,COD,7599.34,Paid
503134,703134,COD,4096.91,Paid
503135,703135,Wallet,2839.81,Paid
503136,703136,Credit Card,4365.37,Paid
503137,703137,COD,2691.43,Paid
503138,703138,Credit Card,8682.45,Paid
503139,703139,UPI,2598.81,Paid
503140,703140,Net Banking,50768.35,Paid
503141,703141,Credit Card,70600.81,Paid
503142,703142,Credit Card,30704.54,Paid
503143,703143,Wallet,43419.28,Paid
503144,703144,COD,717.14,Paid
503145,703145,Wallet,24187.36,Paid
503146,703146,Debit Card,1169.18,Paid
503147,703147,Net Banking,155513.82,Paid
503148,703148,Credit Card,22366.91,Paid
503149,703149,Debit Card,287.37,Paid
503150,703150,Credit Card,1002.96,Paid
503151,703151,Wallet,445.95,Pending
503152,703152,Credit Card,11921.96,Paid
503153,703153,UPI,79857.57,Pending
503154,703154,Net Banking,15809.08,Paid
503155,703155,Credit Card,12321.37,Paid
503156,703156,Credit Card,8884.53,Paid
503157,703157,Credit Card,7430.22,Paid
503158,703158,COD,2053.9,Paid
503159,703159,UPI,843.26,Paid
503160,703160,Credit Card,1007.42,Paid
503161,703161,UPI,5056.38,Paid
503162,703162,UPI,3674.59,Paid
503163,703163,Net Banking,11557.99,Paid
503164,703164,Debit Card,1899.86,Paid
503165,703165,Credit Card,5341.48,Paid
503166,703166,Debit Card,4903.26,Paid
503167,703167,Net Banking,5841.55,Paid
503168,703168,Credit Card,27874.49,Paid
503169,703169,UPI,10827.54,Paid
503170,703170,UPI,9358.42,Paid
503171,703171,COD,5518.58,Paid
503172,703172,Net Banking,803.18,Paid
503173,703173,COD,6773.35,Paid
503174,703174,Debit Card,11036.98,Pending
503175,703175,UPI,8992.85,Paid
503176,703176,Credit Card,1620.7,Paid
503177,703177,UPI,305.94,Paid
503178,703178,Debit Card,10326.04,Paid
503179,703179,UPI,4620.19,Paid
503180,703180,UPI,14284.12,Paid
503181,703181,Credit Card,8504.95,Paid
503182,703182,UPI,516.98,Paid
503183,703183,UPI,7999.35,Paid
503184,703184,UPI,564.54,Paid
503185,703185,UPI,71955.74,Paid
503186,703186,COD,4069.18,Paid
503187,703187,Credit Card,1106.01,Paid
503188,703188,COD,1667.78,Paid
503189,703189,UPI,11913.01,Paid
503190,703190,UPI,4080.52,Paid
503191,703191,Credit Card,1553.79,Paid
503192,703192,Net Banking,2096.86,Paid
503193,703193,Net Banking,328.51,Paid
503194,703194,Debit Card,10016.15,Paid
503195,703195,Debit Card,4850.41,Paid
503196,703196,COD,13186.12,Paid
503197,703197,UPI,16431.7,Paid
503198,703198,UPI,585.44,Paid
503199,703199,Net Banking,13962.59,Paid
503200,703200,Wallet,7383.15,Paid
503201,703201,Credit Card,1345.42,Paid
503202,703202,UPI,9435.24,Paid
503203,703203,Credit Card,6134.28,Paid
503204,703204,Credit Card,3782.1,Paid
503205,703205,UPI,3110.39,Paid
503206,703206,UPI,1353.38,Paid
503207,703207,Credit Card,1553.79,Paid
503208,703208,Credit Card,6718.96,Pending
503209,703209,UPI,894.68,Pending
503210,703210,UPI,37369.86,Pending
503211,703211,Debit Card,23774.64,Paid
503212,703212,UPI,13688.8,Paid
503213,703213,Wallet,718.08,Paid
503214,703214,COD,5251.6,Paid
503215,703215,Credit Card,29228.16,Paid
503216,703216,Net Banking,850.25,Paid
503217,703217,Credit Card,20521.68,Paid
503218,703218,COD,30853.85,Paid
503219,703219,UPI,837.44,Paid
503220,703220,COD,66653.66,Paid
503221,703221,Debit Card,63335.13,Paid
503222,703222,UPI,9909.39,Paid
503223,703223,Net Banking,10162.5,Paid
503224,703224,Debit Card,504.71,Paid
503225,703225,COD,2273.33,Paid
503226,703226,Credit Card,18485.58,Paid
503227,703227,Credit Card,2715.57,Paid
503228,703228,COD,583.61,Paid
503229,703229,UPI,4400.81,Paid
503230,703230,UPI,8064.71,Paid
503231,703231,UPI,1885.39,Paid
503232,703232,UPI,4080.52,Paid
503233,703233,Debit Card,6055.0,Paid
503234,703234,UPI,3376.33,Paid
503235,703235,UPI,7503.69,Paid
503236,703236,UPI,25078.04,Paid
503237,703237,COD,29794.42,Paid
503238,703238,UPI,2451.72,Paid
503239,703239,UPI,1393.23,Failed
503240,703240,Wallet,3935.11,Paid
503241,703241,COD,22737.78,Paid
503242,703242,Credit Card,3175.02,Paid
503243,703243,Net Banking,9692.7,Paid
503244,703244,Net Banking,429.83,Paid
503245,703245,Debit Card,6670.51,Paid
503246,703246,Debit Card,33958.98,Paid
503247,703247,Credit Card,83330.79,Paid
503248,703248,COD,3147.6,Paid
503249,703249,UPI,30036.4,Pending
503250,703250,UPI,657.42,Paid
503251,703251,Credit Card,25178.1,Paid
503252,703252,UPI,15289.9,Paid
503253,703253,Credit Card,37569.01,Paid
503254,703254,Debit Card,1138.77,Paid
503255,703255,Credit Card,2168.0,Paid
503256,703256,Debit Card,60870.31,Paid
503257,703257,UPI,39124.5,Paid
503258,703258,UPI,4244.03,Paid
503259,703259,Credit Card,3866.89,Paid
503260,703260,COD,18404.7,Paid
503261,703261,Debit Card,16872.85,Paid
503262,703262,COD,16319.46,Paid
503263,703263,UPI,284785.98,Failed
503264,703264,UPI,1950.67,Paid
503265,703265,Net Banking,20142.48,Paid
503266,703266,COD,8700.22,Paid
503267,703267,Debit Card,7989.59,Pending
503268,703268,UPI,1005.42,Paid
503269,703269,COD,30948.54,Pending
503270,703270,COD,55584.52,Paid
503271,703271,Credit Card,13587.33,Paid
503272,703272,UPI,557.2,Paid
503273,703273,UPI,5955.33,Paid
503274,703274,Wallet,8481.22,Paid
503275,703275,UPI,23998.06,Paid
503276,703276,UPI,5499.52,Paid
503277,703277,Wallet,19418.48,Paid
503278,703278,Debit Card,1294.82,Paid
503279,703279,COD,2285.89,Paid
503280,703280,Debit Card,6182.48,Paid
503281,703281,Credit Card,1755.61,Paid
503282,703282,Credit Card,7644.05,Paid
503283,703283,UPI,654.31,Paid
503284,703284,Credit Card,11448.01,Paid
503285,703285,COD,2281.69,Paid
503286,703286,Credit Card,17450.0,Paid
503287,703287,UPI,9353.76,Paid
503288,703288,Credit Card,182462.02,Paid
503289,703289,UPI,3440.14,Paid
503290,703290,Debit Card,45636.65,Paid
503291,703291,UPI,16410.3,Paid
503292,703292,UPI,486.41,Paid
503293,703293,Credit Card,2999.8,Paid
503294,703294,Credit Card,63138.06,Failed
503295,703295,UPI,40557.68,Paid
503296,703296,Debit Card,19212.82,Paid
503297,703297,UPI,76672.25,Paid
503298,703298,COD,5614.16,Paid
503299,703299,Wallet,1555.58,Paid
503300,703300,UPI,30622.51,Paid
503301,703301,UPI,2818.44,Paid
503302,703302,COD,12556.14,Paid
503303,703303,UPI,38823.57,Paid
503304,703304,Credit Card,184050.74,Pending
503305,703305,UPI,12962.57,Paid
503306,703306,COD,13704.26,Paid
503307,703307,Credit Card,10120.5,Paid
503308,703308,UPI,21760.35,Paid
503309,703309,UPI,9937.51,Paid
503310,703310,Net Banking,8005.02,Pending
503311,703311,Wallet,7924.1,Paid
503312,703312,Wallet,3605.09,Paid
503313,703313,Wallet,14418.76,Paid
503314,703314,UPI,12085.85,Paid
503315,703315,UPI,396.4,Paid
503316,703316,UPI,964.02,Failed
503317,703317,Credit Card,27883.91,Paid
503318,703318,UPI,59495.06,Paid
503319,703319,Credit Card,5755.45,Paid
503320,703320,Debit Card,61433.94,Paid
503321,703321,COD,54818.36,Paid
503322,703322,UPI,18604.58,Paid
503323,703323,COD,38708.64,Paid
503324,703324,UPI,13383.84,Paid
503325,703325,UPI,4200.43,Paid
503326,703326,Credit Card,14368.56,Paid
503327,703327,COD,7345.39,Paid
503328,703328,Debit Card,33033.46,Paid
503329,703329,Debit Card,3028.37,Paid
503330,703330,Wallet,7677.48,Failed
503331,703331,UPI,16498.55,Paid
503332,703332,COD,2468.24,Paid
503333,703333,UPI,35544.52,Paid
503334,703334,Debit Card,16295.01,Paid
503335,703335,UPI,7737.38,Paid
503336,703336,UPI,8025.6,Paid
503337,703337,UPI,59725.71,Paid
503338,703338,UPI,8658.79,Paid
503339,703339,Net Banking,4701.73,Paid
503340,703340,Credit Card,5010.43,Paid
503341,703341,UPI,43458.16,Paid
503342,703342,COD,13980.14,Paid
503343,703343,UPI,26133.32,Paid
503344,703344,COD,2953.53,Paid
503345,703345,Credit Card,2704.57,Paid
503346,703346,Debit Card,34835.53,Paid
503347,703347,COD,9527.63,Paid
503348,703348,Debit Card,2367.92,Paid
503349,703349,Credit Card,15520.62,Paid
503350,703350,Credit Card,11482.09,Paid
503351,703351,Wallet,1822.13,Paid
503352,703352,Credit Card,3704.96,Paid
503353,703353,UPI,7110.54,Failed
503354,703354,Debit Card,10278.86,Paid
503355,703355,COD,1481.04,Paid
503356,703356,Debit Card,4456.81,Paid
503357,703357,UPI,7328.2,Paid
503358,703358,UPI,5054.82,Paid
503359,703359,Credit Card,4274.68,Paid
503360,703360,Credit Card,13325.71,Paid
503361,703361,Credit Card,14483.76,Paid
503362,703362,UPI,3610.15,Paid
503363,703363,UPI,8780.9,Paid
503364,703364,COD,5545.49,Paid
503365,703365,UPI,1884.53,Paid
503366,703366,COD,913.28,Paid
503367,703367,Credit Card,1259.45,Paid
503368,703368,UPI,4291.41,Paid
503369,703369,Credit Card,25232.72,Failed
503370,703370,Debit Card,17957.38,Paid
503371,703371,UPI,2453.52,Paid
503372,703372,Debit Card,3556.16,Failed
503373,703373,UPI,33918.3,Paid
503374,703374,Debit Card,2059.06,Paid
503375,703375,COD,33333.87,Paid
503376,703376,UPI,729.31,Paid
503377,703377,UPI,9700.82,Paid
503378,703378,UPI,10809.65,Paid
503379,703379,COD,6778.28,Paid
503380,703380,UPI,15595.47,Paid
503381,703381,Credit Card,28204.64,Paid
503382,703382,UPI,17417.84,Paid
503383,703383,Debit Card,946.6,Paid
503384,703384,COD,1071.46,Paid
503385,703385,Credit Card,12458.17,Pending
503386,703386,Credit Card,6465.12,Paid
503387,703387,Debit Card,5806.29,Paid
503388,703388,Credit Card,7579.29,Paid
503389,703389,Debit Card,9857.06,Paid
503390,703390,COD,3510.56,Paid
503391,703391,Debit Card,11602.28,Paid
503392,703392,UPI,19534.36,Paid
503393,703393,UPI,19674.48,Paid
503394,703394,UPI,3208.58,Paid
503395,703395,UPI,24149.91,Paid
503396,703396,UPI,27096.98,Paid
503397,703397,Debit Card,7450.4,Paid
503398,703398,COD,53432.32,Paid
503399,703399,UPI,42689.79,Paid
503400,703400,Debit Card,8340.52,Paid
503401,703401,COD,12821.65,Paid
503402,703402,UPI,9624.82,Paid
503403,703403,UPI,3690.08,Paid
503404,703404,Credit Card,1703.83,Paid
503405,703405,Debit Card,2026.47,Paid
503406,703406,Credit Card,25777.37,Paid
503407,703407,Credit Card,9880.6,Paid
503408,703408,UPI,32154.19,Paid
503409,703409,UPI,10389.63,Paid
503410,703410,UPI,460.64,Paid
503411,703411,Debit Card,7963.91,Paid
503412,703412,UPI,4871.31,Paid
503413,703413,Debit Card,12229.28,Paid
503414,703414,COD,288.59,Paid
503415,703415,Credit Card,5698.51,Paid
503416,703416,Debit Card,29037.02,Paid
503417,703417,UPI,19406.74,Paid
503418,703418,UPI,43658.23,Paid
503419,703419,Debit Card,48873.27,Paid
503420,703420,UPI,22151.49,Paid
503421,703421,UPI,4053.72,Paid
503422,703422,COD,4287.17,Paid
503423,703423,Debit Card,5458.6,Paid
503424,703424,UPI,472.41,Paid
503425,703425,UPI,4823.66,Paid
503426,703426,UPI,98572.33,Paid
503427,703427,UPI,19896.91,Paid
503428,703428,Debit Card,1137.48,Paid
503429,703429,COD,204.73,Paid
503430,703430,COD,52208.66,Paid
503431,703431,Debit Card,5158.52,Paid
503432,703432,UPI,974.32,Pending
503433,703433,COD,3912.1,Paid
503434,703434,Credit Card,59343.43,Paid
503435,703435,Credit Card,1036.51,Paid
503436,703436,UPI,3158.49,Paid
503437,703437,Net Banking,11697.39,Paid
503438,703438,Wallet,61549.33,Paid
503439,703439,Debit Card,7445.55,Paid
503440,703440,UPI,1743.32,Paid
503441,703441,Credit Card,2130.43,Paid
503442,703442,Credit Card,2388.53,Paid
503443,703443,Debit Card,15537.01,Failed
503444,703444,COD,676.94,Paid
503445,703445,UPI,53089.52,Paid
503446,703446,Credit Card,3426.92,Paid
503447,703447,COD,18993.29,Paid
503448,703448,Debit Card,8678.41,Paid
503449,703449,Debit Card,2380.45,Paid
503450,703450,UPI,38109.78,Paid
503451,703451,Credit Card,1965.65,Paid
503452,703452,Debit Card,9762.33,Paid
503453,703453,COD,48356.88,Paid
503454,703454,COD,5939.21,Paid
503455,703455,UPI,24676.43,Paid
503456,703456,UPI,2116.84,Paid
503457,703457,UPI,2320.95,Paid
503458,703458,Credit Card,25016.91,Paid
503459,703459,UPI,14265.64,Failed
503460,703460,COD,3084.94,Paid
503461,703461,UPI,4879.61,Pending
503462,703462,Debit Card,22567.18,Paid
503463,703463,COD,654.31,Paid
503464,703464,Credit Card,7304.92,Paid
503465,703465,Credit Card,8093.7,Paid
503466,703466,Debit Card,1487.65,Paid
503467,703467,Debit Card,518.77,Paid
503468,703468,Wallet,3712.8,Paid
503469,703469,UPI,60269.26,Paid
503470,703470,Credit Card,14828.97,Paid
503471,703471,UPI,9268.39,Pending
503472,703472,UPI,97474.56,Pending
503473,703473,Net Banking,1738.75,Paid
503474,703474,Debit Card,803.87,Paid
503475,703475,Debit Card,337.6,Paid
503476,703476,UPI,2674.77,Paid
503477,703477,Debit Card,577.18,Paid
503478,703478,UPI,12262.17,Paid
503479,703479,UPI,16046.29,Paid
503480,703480,UPI,30695.76,Paid
503481,703481,Debit Card,18193.11,Paid
503482,703482,COD,7497.68,Failed
503483,703483,UPI,45434.65,Paid
503484,703484,Credit Card,31815.12,Paid
503485,703485,COD,13441.29,Paid
503486,703486,Debit Card,10176.55,Paid
503487,703487,COD,28606.45,Paid
503488,703488,Debit Card,2936.94,Paid
503489,703489,Credit Card,11663.03,Paid
503490,703490,UPI,1322.24,Paid
503491,703491,UPI,1706.75,Pending
503492,703492,Credit Card,10822.55,Failed
503493,703493,Credit Card,3640.49,Paid
503494,703494,Debit Card,2395.92,Paid
503495,703495,UPI,11604.56,Paid
503496,703496,UPI,526.26,Paid
503497,703497,UPI,1407.62,Paid
503498,703498,UPI,51875.37,Failed
503499,703499,UPI,6539.54,Pending
503500,703500,Credit Card,8655.84,Paid
503501,703501,UPI,2193.99,Paid
503502,703502,UPI,1333.54,Pending
503503,703503,UPI,12952.21,Paid
503504,703504,Debit Card,42193.12,Paid
503505,703505,UPI,4597.95,Paid
503506,703506,UPI,5806.29,Paid
503507,703507,UPI,64286.59,Paid
503508,703508,UPI,6466.51,Failed
503509,703509,COD,15370.5,Paid
503510,703510,Credit Card,9289.78,Paid
503511,703511,Credit Card,9723.18,Pending
503512,703512,UPI,789.05,Paid
503513,703513,Debit Card,1048.43,Paid
503514,703514,Net Banking,14291.01,Paid
503515,703515,UPI,4454.65,Paid
503516,703516,UPI,37490.34,Paid
503517,703517,UPI,11493.87,Paid
503518,703518,Credit Card,9985.98,Paid
503519,703519,Credit Card,1334.77,Paid
503520,703520,Debit Card,14491.49,Paid
503521,703521,UPI,2281.69,Paid
503522,703522,COD,14116.62,Paid
503523,703523,Net Banking,45127.42,Paid
503524,703524,COD,2976.67,Paid
503525,703525,Net Banking,32585.2,Paid
503526,703526,COD,1889.47,Paid
503527,703527,COD,3529.89,Paid
503528,703528,UPI,47833.99,Paid
503529,703529,UPI,3362.3,Failed
503530,703530,Credit Card,3660.02,Paid
503531,703531,UPI,3850.02,Paid
503532,703532,Credit Card,50309.63,Paid
503533,703533,Net Banking,6577.03,Paid
503534,703534,COD,16002.96,Paid
503535,703535,Debit Card,49231.92,Paid
503536,703536,UPI,619.87,Paid
503537,703537,Debit Card,20032.31,Paid
503538,703538,Debit Card,4480.48,Paid
503539,703539,Credit Card,3994.56,Paid
503540,703540,Debit Card,38328.35,Paid
503541,703541,Debit Card,4967.1,Paid
503542,703542,UPI,43618.2,Paid
503543,703543,UPI,20642.19,Paid
503544,703544,UPI,32337.66,Paid
503545,703545,COD,5518.05,Paid
503546,703546,COD,1992.91,Paid
503547,703547,COD,13950.63,Paid
503548,703548,UPI,16870.22,Paid
503549,703549,Debit Card,7498.35,Paid
503550,703550,UPI,74234.79,Paid
503551,703551,COD,18417.07,Paid
503552,703552,Net Banking,3651.7,Paid
503553,703553,COD,965.14,Paid
503554,703554,COD,63481.75,Paid
503555,703555,UPI,17365.18,Paid
503556,703556,UPI,10723.91,Paid
503557,703557,Debit Card,1393.74,Pending
503558,703558,UPI,45852.22,Paid
503559,703559,UPI,4586.72,Paid
503560,703560,Credit Card,4992.04,Paid
503561,703561,UPI,35138.39,Paid
503562,703562,Credit Card,23919.2,Paid
503563,703563,COD,1527.76,Paid
503564,703564,UPI,8457.36,Paid
503565,703565,Wallet,9867.32,Paid
503566,703566,Credit Card,45804.18,Paid
503567,703567,Credit Card,137335.66,Paid
503568,703568,UPI,27103.28,Paid
503569,703569,UPI,1550.84,Paid
503570,703570,Debit Card,6934.77,Paid
503571,703571,COD,18082.43,Paid
503572,703572,UPI,8478.37,Paid
503573,703573,Credit Card,1774.83,Paid
503574,703574,Net Banking,427.21,Paid
503575,703575,Credit Card,2312.5,Paid
503576,703576,UPI,7518.62,Paid
503577,703577,Credit Card,12104.43,Paid
503578,703578,COD,3765.71,Paid
503579,703579,UPI,4631.2,Paid
503580,703580,Credit Card,11934.21,Paid
503581,703581,Debit Card,9617.12,Paid
503582,703582,UPI,676.7,Paid
503583,703583,Credit Card,649.33,Paid
503584,703584,Debit Card,39022.68,Pending
503585,703585,COD,24407.22,Paid
503586,703586,Credit Card,27043.71,Paid
503587,703587,Debit Card,229.18,Paid
503588,703588,Credit Card,2645.49,Paid
503589,703589,Credit Card,43063.76,Paid
503590,703590,UPI,6993.14,Paid
503591,703591,UPI,3342.47,Paid
503592,703592,UPI,1863.13,Failed
503593,703593,Debit Card,73236.13,Paid
503594,703594,Credit Card,8903.58,Paid
503595,703595,UPI,7538.86,Paid
503596,703596,COD,12166.83,Paid
503597,703597,Credit Card,959.25,Paid
503598,703598,Debit Card,248.6,Paid
503599,703599,Net Banking,2963.89,Paid
503600,703600,Credit Card,425.18,Paid
503601,703601,Debit Card,4949.0,Paid
503602,703602,UPI,26907.89,Paid
503603,703603,Credit Card,266.53,Pending
503604,703604,UPI,7342.28,Paid
503605,703605,UPI,2438.48,Paid
503606,703606,COD,8267.67,Paid
503607,703607,Credit Card,15120.87,Paid
503608,703608,UPI,2115.94,Paid
503609,703609,COD,51057.64,Paid
503610,703610,Credit Card,7189.55,Paid
503611,703611,UPI,6546.91,Paid
503612,703612,Debit Card,4347.92,Paid
503613,703613,COD,124364.03,Paid
503614,703614,Credit Card,17110.79,Paid
503615,703615,Debit Card,12665.56,Paid
503616,703616,UPI,1729.4,Paid
503617,703617,UPI,57981.81,Paid
503618,703618,Credit Card,42807.3,Paid
503619,703619,UPI,4850.41,Pending
503620,703620,Debit Card,5558.5,Paid
503621,703621,UPI,2649.59,Paid
503622,703622,Net Banking,1014.76,Paid
503623,703623,UPI,109126.75,Paid
503624,703624,Net Banking,4719.56,Paid
503625,703625,UPI,63152.58,Paid
503626,703626,Credit Card,49803.84,Paid
503627,703627,Credit Card,19144.94,Paid
503628,703628,Net Banking,688.75,Paid
503629,703629,COD,25883.93,Paid
503630,703630,Debit Card,5169.12,Paid
503631,703631,UPI,234909.84,Paid
503632,703632,UPI,7561.58,Failed
503633,703633,COD,11028.02,Paid
503634,703634,Credit Card,27669.14,Paid
503635,703635,UPI,98812.27,Paid
503636,703636,UPI,3196.69,Paid
503637,703637,Credit Card,2108.57,Paid
503638,703638,UPI,2670.1,Paid
503639,703639,Credit Card,516.56,Paid
503640,703640,COD,36251.36,Paid
503641,703641,UPI,305.94,Paid
503642,703642,Wallet,12458.17,Paid
503643,703643,UPI,1581.75,Paid
503644,703644,UPI,1038.65,Paid
503645,703645,UPI,1264.52,Paid
503646,703646,Debit Card,136562.9,Paid
503647,703647,Wallet,429.3,Paid
503648,703648,Credit Card,9482.61,Paid
503649,703649,UPI,6021.41,Pending
503650,703650,UPI,10059.09,Paid
503651,703651,Wallet,5369.59,Paid
503652,703652,UPI,3828.31,Failed
503653,703653,Net Banking,3025.68,Paid
503654,703654,UPI,1102.14,Paid
503655,703655,UPI,5882.61,Paid
503656,703656,Wallet,238.51,Paid
503657,703657,Debit Card,11491.22,Paid
503658,703658,Credit Card,1439.63,Paid
503659,703659,UPI,2074.85,Paid
503660,703660,Debit Card,12679.05,Paid
503661,703661,Net Banking,15004.12,Paid
503662,703662,Debit Card,30631.29,Paid
503663,703663,Debit Card,26917.08,Paid
503664,703664,UPI,7991.94,Paid
503665,703665,Wallet,1645.19,Paid
503666,703666,Credit Card,1582.79,Paid
503667,703667,UPI,512.76,Paid
503668,703668,Debit Card,4966.93,Paid
503669,703669,Net Banking,57078.52,Paid
503670,703670,Net Banking,4476.94,Paid
503671,703671,Wallet,53089.52,Paid
503672,703672,UPI,4528.73,Paid
503673,703673,Credit Card,3378.24,Paid
503674,703674,Credit Card,6805.42,Paid
503675,703675,UPI,3793.99,Paid
503676,703676,Credit Card,25178.1,Paid
503677,703677,Net Banking,3014.38,Paid
503678,703678,Credit Card,906.94,Paid
503679,703679,Credit Card,4423.92,Paid
503680,703680,Debit Card,1310.82,Paid
503681,703681,UPI,72798.36,Paid
503682,703682,Debit Card,55977.97,Paid
503683,703683,Wallet,994.09,Paid
503684,703684,COD,13259.29,Pending
503685,703685,UPI,1044.13,Paid
503686,703686,Credit Card,51818.35,Paid
503687,703687,UPI,1310.84,Paid
503688,703688,Debit Card,39951.74,Paid
503689,703689,UPI,10957.59,Paid
503690,703690,Credit Card,4582.48,Paid
503691,703691,UPI,24612.63,Pending
503692,703692,COD,1281.11,Paid
503693,703693,Credit Card,1349.79,Paid
503694,703694,Net Banking,1086.24,Paid
503695,703695,Net Banking,2727.29,Failed
503696,703696,Debit Card,2936.94,Paid
503697,703697,Credit Card,1605.04,Paid
503698,703698,UPI,6939.67,Pending
503699,703699,Credit Card,5776.8,Paid
503700,703700,UPI,84309.18,Paid
503701,703701,Wallet,12952.21,Paid
503702,703702,Debit Card,524.03,Paid
503703,703703,Credit Card,31566.07,Paid
503704,703704,UPI,21464.65,Paid
503705,703705,Credit Card,1014.03,Paid
503706,703706,UPI,16032.62,Paid
503707,703707,Debit Card,3610.8,Paid
503708,703708,UPI,529.25,Paid
503709,703709,Credit Card,8314.58,Paid
503710,703710,COD,8631.97,Paid
503711,703711,Debit Card,90191.79,Paid
503712,703712,UPI,6291.94,Paid
503713,703713,Debit Card,7041.78,Paid
503714,703714,Debit Card,2999.8,Paid
503715,703715,COD,146044.56,Paid
503716,703716,UPI,20942.26,Paid
503717,703717,Credit Card,2900.11,Paid
503718,703718,Debit Card,8104.78,Paid
503719,703719,Credit Card,1233.97,Paid
503720,703720,Credit Card,32421.55,Paid
503721,703721,Credit Card,1673.61,Paid
503722,703722,UPI,2900.93,Paid
503723,703723,UPI,17778.67,Paid
503724,703724,Debit Card,710.15,Paid
503725,703725,UPI,74706.68,Paid
503726,703726,Credit Card,4932.69,Paid
503727,703727,COD,1124.43,Paid
503728,703728,UPI,6233.42,Paid
503729,703729,COD,2533.11,Paid
503730,703730,Debit Card,20646.71,Paid
503731,703731,UPI,22653.64,Paid
503732,703732,Net Banking,5097.57,Paid
503733,703733,Credit Card,2529.2,Paid
503734,703734,UPI,2684.74,Paid
503735,703735,COD,35243.98,Paid
503736,703736,Wallet,11507.67,Paid
503737,703737,Net Banking,72184.72,Paid
503738,703738,Wallet,605.65,Paid
503739,703739,Credit Card,37699.86,Paid
503740,703740,UPI,1933.44,Paid
503741,703741,UPI,16739.09,Paid
503742,703742,UPI,16131.64,Paid
503743,703743,Debit Card,22113.94,Paid
503744,703744,Debit Card,71381.0,Failed
503745,703745,UPI,64598.57,Paid
503746,703746,Credit Card,8761.32,Paid
503747,703747,COD,2012.73,Paid
503748,703748,COD,1404.45,Paid
503749,703749,UPI,384.12,Paid
503750,703750,UPI,1780.42,Paid
503751,703751,Net Banking,2205.94,Paid
503752,703752,COD,16090.62,Failed
503753,703753,Credit Card,6899.22,Paid
503754,703754,UPI,15366.6,Paid
503755,703755,UPI,11352.44,Paid
503756,703756,Net Banking,5638.93,Paid
503757,703757,Debit Card,12203.33,Paid
503758,703758,Credit Card,3611.56,Paid
503759,703759,UPI,2379.77,Paid
503760,703760,UPI,5346.7,Pending
503761,703761,UPI,12368.04,Paid
503762,703762,Credit Card,2113.58,Paid
503763,703763,Wallet,3290.38,Paid
503764,703764,COD,12324.19,Paid
503765,703765,Net Banking,4147.19,Paid
503766,703766,Debit Card,58113.78,Paid
503767,703767,UPI,16506.75,Paid
503768,703768,UPI,5409.15,Paid
503769,703769,UPI,1812.33,Paid
503770,703770,UPI,8528.56,Paid
503771,703771,Wallet,3887.09,Paid
503772,703772,Debit Card,6894.4,Paid
503773,703773,Credit Card,34700.57,Paid
503774,703774,Credit Card,2095.6,Paid
503775,703775,UPI,6914.97,Paid
503776,703776,COD,13237.09,Paid
503777,703777,Credit Card,7684.39,Paid
503778,703778,COD,15933.74,Pending
503779,703779,UPI,13518.94,Paid
503780,703780,Net Banking,10933.44,Paid
503781,703781,Net Banking,46164.06,Paid
503782,703782,Debit Card,2073.3,Paid
503783,703783,Debit Card,6427.34,Paid
503784,703784,UPI,5806.29,Failed
503785,703785,UPI,108680.39,Failed
503786,703786,UPI,1348.98,Paid
503787,703787,Net Banking,549.39,Paid
503788,703788,COD,1259.45,Paid
503789,703789,Credit Card,11578.1,Paid
503790,703790,UPI,6945.28,Paid
503791,703791,COD,23151.33,Paid
503792,703792,Credit Card,459.5,Paid
503793,703793,Net Banking,83292.68,Pending
503794,703794,COD,4089.02,Paid
503795,703795,UPI,7556.99,Paid
503796,703796,Debit Card,17711.12,Paid
503797,703797,UPI,1047.53,Paid
503798,703798,Credit Card,8869.48,Paid
503799,703799,COD,2671.07,Paid
503800,703800,Credit Card,9858.78,Paid
503801,703801,Debit Card,7112.97,Pending
503802,703802,UPI,2427.72,Paid
503803,703803,UPI,12901.33,Paid
503804,703804,Debit Card,9452.71,Paid
503805,703805,COD,10660.97,Paid
503806,703806,UPI,4356.26,Paid
503807,703807,COD,17271.34,Paid
503808,703808,Credit Card,12900.38,Paid
503809,703809,Credit Card,13994.57,Paid
503810,703810,Credit Card,8960.94,Paid
503811,703811,UPI,33713.94,Paid
503812,703812,Net Banking,50440.03,Paid
503813,703813,Credit Card,2727.29,Paid
503814,703814,Debit Card,6777.25,Paid
503815,703815,Debit Card,2328.37,Paid
503816,703816,Credit Card,4567.48,Paid
503817,703817,UPI,23179.79,Paid
503818,703818,Wallet,38422.96,Paid
503819,703819,Credit Card,4734.41,Paid
503820,703820,UPI,10441.56,Paid
503821,703821,Credit Card,45520.49,Paid
503822,703822,Net Banking,22412.72,Paid
503823,703823,Debit Card,7634.94,Paid
503824,703824,Debit Card,4112.53,Paid
503825,703825,UPI,19998.38,Paid
503826,703826,UPI,4987.45,Paid
503827,703827,Net Banking,71940.24,Paid
503828,703828,UPI,1445.01,Paid
503829,703829,UPI,2798.11,Paid
503830,703830,Credit Card,7529.07,Paid
503831,703831,COD,294.11,Paid
503832,703832,Credit Card,65516.46,Paid
503833,703833,Credit Card,21394.27,Paid
503834,703834,Debit Card,6631.42,Paid
503835,703835,UPI,10491.12,Pending
503836,703836,UPI,4287.17,Paid
503837,703837,UPI,730.61,Paid
503838,703838,COD,5716.21,Paid
503839,703839,Wallet,29064.92,Paid
503840,703840,COD,9317.66,Paid
