order_id,customer_id,order_date,sales_channel,order_status,shipping_city
501956,11059,2024-09-15,Organic,Delivered,Gurugram
501957,14260,2025-03-01,Organic,Delivered,Pune
501958,12074,2025-06-30,Organic,Delivered,Lucknow
501959,14342,2025-03-25,Paid Search,Delivered,Bengaluru
501960,11380,2024-03-17,Affiliate,Delivered,Jaipur
501961,13958,2025-12-29,Organic,Delivered,Bhopal
501962,12685,2025-06-06,Social,Delivered,Patna
501963,12779,2024-02-05,Organic,Delivered,Noida
501964,14876,2025-07-11,Social,Delivered,Indore
501965,10772,2025-10-05,Paid Search,Delivered,Jaipur
501966,11550,2025-02-19,Organic,Delivered,Lucknow
501967,10916,2025-08-31,Social,Delivered,Kolkata
501968,14165,2025-10-09,Paid Search,Delivered,Indore
501969,14253,2025-12-05,Paid Search,Delivered,Delhi
501970,14192,2025-11-28,Email,Delivered,Noida
501971,11191,2024-05-21,Direct,Delivered,Pune
501972,11298,2024-01-26,Email,Delivered,Chandigarh
501973,12011,2025-04-21,Social,Delivered,Lucknow
501974,13864,2025-05-11,Social,Delivered,Ghaziabad
501975,13757,2025-02-19,Social,Delivered,Chandigarh
501976,14941,2024-06-22,Social,Delivered,Hyderabad
501977,13922,2025-11-24,Social,Delivered,Chandigarh
501978,14771,2024-10-25,Social,Delivered,Hyderabad
501979,11332,2025-06-26,Affiliate,Delivered,Ghaziabad
501980,13029,2025-03-31,Paid Search,Delivered,Gurugram
501981,12666,2025-10-16,Organic,Delivered,Bengaluru
501982,10759,2025-06-04,Email,Delivered,Pune
501983,14736,2025-04-08,Affiliate,Delivered,Hyderabad
501984,10597,2025-09-06,Affiliate,Delivered,Patna
501985,14275,2024-02-09,Paid Search,Delivered,Pune
501986,11335,2025-05-30,Email,Delivered,Lucknow
501987,11108,2025-03-04,Direct,Delivered,Ahmedabad
501988,13007,2025-07-22,Organic,Delivered,Bengaluru
501989,12338,2024-06-12,Social,Delivered,Hyderabad
501990,11932,2025-03-13,Paid Search,Delivered,Chandigarh
501991,14517,2024-07-26,Affiliate,Delivered,Kolkata
501992,13496,2024-03-26,Paid Search,Delivered,Chandigarh
501993,13045,2025-02-24,Affiliate,Delivered,Indore
501994,13939,2024-01-16,Organic,Delivered,Ghaziabad
501995,14017,2024-03-09,Organic,Delivered,Hyderabad
501996,10903,2025-01-22,Organic,Delivered,Patna
501997,12207,2025-10-18,Paid Search,Delivered,Noida
501998,14527,2025-06-07,Direct,Delivered,Chandigarh
501999,14073,2024-01-12,Organic,Delivered,Patna
502000,10303,2024-03-20,Organic,Delivered,Chandigarh
502001,11232,2024-11-11,Direct,Delivered,Jaipur
502002,11325,2024-11-09,Paid Search,Delivered,Lucknow
502003,12567,2024-01-30,Social,Delivered,Delhi
502004,14075,2024-07-06,Organic,Delivered,Chandigarh
502005,12416,2024-04-02,Direct,Delivered,Chennai
502006,10919,2025-02-18,Social,Delivered,Ahmedabad
502007,12787,2025-04-26,Organic,Delivered,Jaipur
502008,11101,2024-10-12,Email,Delivered,Jaipur
502009,13391,2025-02-21,Paid Search,Delivered,Kochi
502010,14879,2024-05-27,Paid Search,Delivered,Noida
502011,13162,2025-09-14,Paid Search,Delivered,Bhopal
502012,14562,2024-01-04,Social,Delivered,Chandigarh
502013,12723,2025-01-03,Email,Delivered,Ghaziabad
502014,14064,2024-08-23,Organic,Delivered,Mumbai
502015,14701,2024-11-25,Affiliate,Delivered,Bengaluru
502016,10870,2025-01-12,Organic,Delivered,Jaipur
502017,13329,2025-04-17,Email,Delivered,Bhopal
502018,11276,2025-11-10,Organic,Delivered,Delhi
502019,10424,2025-02-14,Paid Search,Delivered,Bhopal
502020,11176,2024-06-15,Social,Delivered,Lucknow
502021,10713,2025-01-18,Email,Delivered,Lucknow
502022,10946,2025-01-09,Affiliate,Delivered,Ahmedabad
502023,10034,2025-09-24,Social,Delivered,Jaipur
502024,14853,2025-02-18,Direct,Delivered,Mumbai
502025,12202,2025-09-26,Direct,Delivered,Ahmedabad
502026,10831,2025-04-19,Direct,Delivered,Kolkata
502027,11717,2025-02-22,Paid Search,Delivered,Ahmedabad
502028,13734,2024-08-28,Organic,Delivered,Pune
502029,13161,2024-07-06,Email,Delivered,Noida
502030,10256,2024-03-13,Paid Search,Delivered,Patna
502031,10740,2025-02-04,Affiliate,Delivered,Mumbai
502032,12720,2025-11-04,Organic,Delivered,Ahmedabad
502033,14850,2024-01-10,Affiliate,Delivered,Chennai
502034,10355,2025-11-27,Organic,Delivered,Mumbai
502035,14312,2025-09-20,Direct,Delivered,Chandigarh
502036,10309,2024-11-16,Email,Delivered,Ahmedabad
502037,12478,2024-08-17,Organic,Delivered,Lucknow
502038,11152,2025-02-28,Social,Delivered,Ghaziabad
502039,12118,2025-09-17,Social,Delivered,Hyderabad
502040,14629,2024-01-22,Direct,Delivered,Patna
502041,11079,2024-11-24,Social,Delivered,Patna
502042,13195,2024-02-04,Social,Delivered,Bhopal
502043,11667,2025-04-15,Paid Search,Delivered,Pune
502044,13258,2024-02-26,Email,Delivered,Ahmedabad
502045,10275,2024-08-19,Organic,Delivered,Chennai
502046,11489,2025-06-24,Direct,Delivered,Ghaziabad
502047,14789,2025-07-03,Social,Delivered,Pune
502048,13619,2024-06-15,Direct,Delivered,Kochi
502049,14684,2025-01-09,Affiliate,Delivered,Chennai
502050,13408,2024-05-14,Organic,Delivered,Bengaluru
502051,10927,2025-03-08,Paid Search,Delivered,Jaipur
502052,12309,2024-01-07,Paid Search,Delivered,Bhopal
502053,14390,2025-08-17,Organic,Delivered,Delhi
502054,13414,2024-01-17,Organic,Delivered,Bhopal
502055,12602,2025-03-20,Affiliate,Delivered,Indore
502056,14336,2024-10-23,Social,Delivered,Patna
502057,10568,2024-06-12,Social,Delivered,Lucknow
502058,14802,2025-01-30,Social,Delivered,Kochi
502059,10631,2024-04-13,Organic,Cancelled,Ahmedabad
502060,14983,2025-02-27,Paid Search,Delivered,Bengaluru
502061,14023,2025-04-16,Paid Search,Delivered,Delhi
502062,12442,2024-11-30,Direct,Delivered,Noida
502063,12382,2024-09-21,Email,Delivered,Mumbai
502064,10164,2024-12-01,Organic,Delivered,Bengaluru
502065,11585,2025-11-30,Email,Delivered,Kochi
502066,11146,2025-07-04,Social,Delivered,Chennai
502067,13534,2024-01-05,Organic,Cancelled,Hyderabad
502068,10985,2024-07-30,Organic,Delivered,Indore
502069,14030,2024-01-19,Organic,Delivered,Pune
502070,11503,2024-06-22,Affiliate,Delivered,Bhopal
502071,14252,2025-07-23,Affiliate,Delivered,Pune
502072,11803,2025-09-16,Social,Delivered,Jaipur
502073,13763,2024-11-30,Organic,Delivered,Delhi
502074,13344,2025-05-18,Paid Search,Delivered,Chandigarh
502075,14948,2024-09-27,Paid Search,Delivered,Patna
502076,12629,2024-12-14,Paid Search,Delivered,Hyderabad
502077,11764,2025-08-29,Social,Delivered,Ghaziabad
502078,13249,2024-07-20,Organic,Delivered,Jaipur
502079,10149,2024-08-20,Organic,Cancelled,Bhopal
502080,14860,2024-04-09,Social,Delivered,Delhi
502081,13391,2024-06-08,Paid Search,Delivered,Kochi
502082,10246,2024-01-28,Email,Delivered,Indore
502083,10863,2025-08-19,Affiliate,Delivered,Lucknow
502084,10072,2025-09-15,Email,Delivered,Chennai
502085,13336,2024-11-04,Direct,Delivered,Pune
502086,13328,2025-03-09,Email,Delivered,Delhi
502087,10815,2024-06-30,Affiliate,Delivered,Mumbai
502088,12732,2024-02-03,Email,Delivered,Kolkata
502089,12449,2025-01-11,Affiliate,Delivered,Ghaziabad
502090,12414,2024-04-25,Paid Search,Delivered,Kolkata
502091,13091,2025-09-12,Paid Search,Delivered,Mumbai
502092,14267,2024-07-23,Paid Search,Delivered,Gurugram
502093,14573,2025-06-23,Social,Delivered,Mumbai
502094,10795,2024-07-11,Paid Search,Delivered,Kolkata
502095,14721,2024-04-02,Direct,Delivered,Kochi
502096,12869,2025-02-04,Social,Delivered,Pune
502097,10906,2024-05-14,Paid Search,Delivered,Kolkata
502098,14660,2024-10-18,Social,Delivered,Delhi
502099,11849,2024-08-02,Affiliate,Delivered,Delhi
502100,12230,2025-10-06,Affiliate,Delivered,Indore
502101,14836,2025-01-02,Email,Delivered,Chennai
502102,12900,2025-06-09,Organic,Delivered,Mumbai
502103,10716,2025-03-06,Direct,Delivered,Patna
502104,10350,2025-10-27,Direct,Delivered,Kolkata
502105,14103,2024-11-17,Direct,Delivered,Mumbai
502106,11746,2025-09-22,Email,Delivered,Chennai
502107,10499,2025-10-18,Organic,Delivered,Bengaluru
502108,10207,2025-11-04,Direct,Delivered,Kochi
502109,14728,2025-05-23,Organic,Delivered,Indore
502110,12862,2025-12-17,Organic,Delivered,Noida
502111,12621,2025-06-28,Email,Delivered,Chandigarh
502112,12953,2024-08-15,Social,Delivered,Delhi
502113,12094,2024-04-24,Affiliate,Delivered,Ahmedabad
502114,14755,2024-06-02,Email,Delivered,Gurugram
502115,13011,2025-02-23,Organic,Delivered,Chandigarh
502116,13193,2024-04-30,Email,Delivered,Bhopal
502117,14468,2024-06-22,Direct,Delivered,Indore
502118,10015,2025-04-04,Direct,Delivered,Gurugram
502119,11596,2024-08-31,Organic,Delivered,Hyderabad
502120,14167,2025-05-12,Paid Search,Delivered,Lucknow
502121,10482,2025-12-30,Organic,Delivered,Lucknow
502122,11649,2024-03-05,Affiliate,Delivered,Pune
502123,10818,2025-04-13,Email,Delivered,Noida
502124,13572,2025-08-23,Social,Delivered,Ghaziabad
502125,14219,2024-04-12,Paid Search,Delivered,Indore
502126,11321,2025-07-26,Affiliate,Delivered,Delhi
502127,13438,2025-01-05,Affiliate,Delivered,Hyderabad
502128,13802,2025-04-04,Social,Delivered,Chennai
502129,14528,2024-02-07,Organic,Delivered,Chennai
502130,14638,2024-11-14,Social,Delivered,Patna
502131,12278,2024-09-25,Direct,Delivered,Pune
502132,10397,2024-04-22,Social,Delivered,Gurugram
502133,13723,2025-07-11,Affiliate,Delivered,Bhopal
502134,12722,2025-01-04,Paid Search,Delivered,Mumbai
502135,12297,2025-10-03,Paid Search,Delivered,Indore
502136,12703,2024-04-26,Organic,Delivered,Gurugram
502137,13220,2025-06-18,Paid Search,Delivered,Kochi
502138,11433,2025-03-18,Organic,Delivered,Patna
502139,11642,2025-04-20,Social,Delivered,Pune
502140,11709,2024-08-14,Paid Search,Delivered,Gurugram
502141,12466,2025-05-19,Direct,Delivered,Hyderabad
502142,13381,2024-06-29,Paid Search,Delivered,Noida
502143,10211,2025-07-11,Organic,Delivered,Kochi
502144,11464,2024-11-18,Organic,Delivered,Jaipur
502145,13641,2024-12-16,Paid Search,Delivered,Kochi
502146,10154,2025-02-28,Email,Delivered,Noida
502147,13977,2024-03-02,Email,Delivered,Patna
502148,13846,2024-09-25,Email,Delivered,Bhopal
502149,11596,2024-05-28,Direct,Delivered,Delhi
502150,13126,2025-12-05,Paid Search,Delivered,Pune
502151,12452,2024-11-04,Social,Delivered,Mumbai
502152,11253,2024-01-05,Organic,Delivered,Chandigarh
502153,10747,2024-01-20,Organic,Delivered,Chandigarh
502154,14808,2025-10-29,Paid Search,Delivered,Ghaziabad
502155,14298,2024-04-24,Email,Delivered,Mumbai
502156,14493,2024-01-01,Direct,Delivered,Bengaluru
502157,10704,2024-06-04,Paid Search,Delivered,Bhopal
502158,14822,2024-06-07,Paid Search,Delivered,Chennai
502159,13130,2024-02-28,Direct,Delivered,Noida
502160,12562,2025-12-29,Affiliate,Delivered,Bhopal
502161,11710,2024-02-13,Email,Delivered,Pune
502162,11176,2025-06-16,Paid Search,Delivered,Pune
502163,11627,2025-09-03,Paid Search,Delivered,Hyderabad
502164,10870,2025-04-16,Email,Delivered,Ahmedabad
502165,13951,2024-04-06,Organic,Delivered,Noida
502166,14743,2025-06-14,Social,Delivered,Pune
502167,14836,2024-08-29,Organic,Delivered,Chennai
502168,14455,2024-10-25,Email,Delivered,Noida
502169,10662,2024-07-02,Social,Delivered,Delhi
502170,13705,2025-07-27,Organic,Delivered,Mumbai
502171,14290,2025-02-27,Paid Search,Delivered,Ghaziabad
502172,12553,2024-04-23,Organic,Delivered,Ahmedabad
502173,12791,2024-10-24,Affiliate,Delivered,Kochi
502174,11923,2025-08-03,Direct,Delivered,Jaipur
502175,14113,2025-11-16,Paid Search,Delivered,Pune
502176,13518,2025-11-17,Organic,Delivered,Indore
502177,13146,2024-04-08,Direct,Delivered,Mumbai
502178,10048,2025-09-18,Direct,Delivered,Hyderabad
502179,14803,2025-02-17,Affiliate,Delivered,Chandigarh
502180,12622,2025-06-24,Paid Search,Delivered,Kolkata
502181,14780,2024-10-08,Organic,Delivered,Jaipur
502182,13394,2025-04-21,Direct,Delivered,Lucknow
502183,12605,2024-07-07,Social,Delivered,Noida
502184,13769,2025-01-15,Paid Search,Delivered,Indore
502185,11234,2024-06-14,Affiliate,Delivered,Noida
502186,12256,2024-10-15,Email,Delivered,Gurugram
502187,10126,2024-10-25,Organic,Delivered,Indore
502188,13726,2025-09-24,Direct,Delivered,Delhi
502189,11621,2025-04-04,Social,Delivered,Lucknow
502190,10480,2025-04-18,Organic,Delivered,Kolkata
502191,13982,2024-07-26,Organic,Delivered,Kolkata
502192,11167,2024-11-13,Social,Delivered,Hyderabad
502193,11120,2024-12-11,Social,Delivered,Chandigarh
502194,10724,2025-07-27,Organic,Delivered,Bengaluru
502195,13018,2024-05-15,Social,Delivered,Bengaluru
502196,11700,2024-02-09,Paid Search,Delivered,Chennai
502197,12854,2025-01-04,Paid Search,Delivered,Kochi
502198,11721,2025-08-17,Direct,Delivered,Noida
502199,13767,2025-06-20,Paid Search,Delivered,Ahmedabad
502200,11870,2025-08-15,Direct,Delivered,Indore
502201,13965,2024-10-14,Paid Search,Delivered,Delhi
502202,12330,2024-06-16,Organic,Delivered,Bhopal
502203,10075,2025-04-27,Organic,Delivered,Kolkata
502204,12182,2024-01-28,Direct,Delivered,Kolkata
502205,11226,2025-10-16,Organic,Delivered,Bhopal
502206,12453,2025-06-05,Organic,Delivered,Chennai
502207,10624,2025-01-03,Paid Search,Delivered,Chennai
502208,13763,2024-05-26,Email,Delivered,Noida
502209,13123,2024-07-01,Paid Search,Delivered,Chennai
502210,10711,2025-12-29,Organic,Delivered,Ghaziabad
502211,14892,2024-01-11,Social,Cancelled,Noida
502212,11754,2024-01-07,Direct,Delivered,Lucknow
502213,11050,2024-09-10,Direct,Delivered,Jaipur
502214,10001,2024-06-16,Direct,Delivered,Indore
502215,11234,2025-05-09,Paid Search,Delivered,Chandigarh
502216,10142,2024-01-31,Organic,Delivered,Ahmedabad
502217,12416,2025-07-28,Organic,Delivered,Hyderabad
502218,13033,2025-07-26,Direct,Delivered,Pune
502219,11851,2024-06-16,Affiliate,Delivered,Bengaluru
502220,14381,2025-02-27,Email,Cancelled,Noida
502221,14831,2025-05-06,Social,Delivered,Patna
502222,11530,2025-09-12,Social,Delivered,Ghaziabad
502223,13189,2025-06-19,Social,Delivered,Indore
502224,12010,2025-12-04,Paid Search,Delivered,Kolkata
502225,11369,2024-03-25,Social,Delivered,Patna
502226,11050,2025-03-21,Organic,Delivered,Chennai
502227,12608,2025-07-18,Organic,Delivered,Noida
502228,10714,2024-06-18,Organic,Delivered,Kochi
502229,13363,2024-06-08,Direct,Delivered,Delhi
502230,14421,2024-03-08,Direct,Delivered,Gurugram
502231,11841,2025-12-21,Affiliate,Delivered,Jaipur
502232,12861,2025-09-25,Direct,Delivered,Ghaziabad
502233,14881,2024-03-29,Organic,Delivered,Indore
502234,13525,2024-06-28,Organic,Delivered,Pune
502235,12020,2024-11-30,Organic,Delivered,Kochi
502236,14410,2025-10-15,Organic,Cancelled,Patna
502237,10213,2025-08-26,Affiliate,Delivered,Lucknow
502238,12942,2025-10-04,Organic,Delivered,Lucknow
502239,11263,2025-08-28,Direct,Delivered,Chandigarh
502240,10902,2025-04-03,Email,Delivered,Chennai
502241,12585,2024-07-31,Organic,Delivered,Kolkata
502242,13567,2025-03-17,Affiliate,Delivered,Kolkata
502243,13691,2024-12-27,Affiliate,Delivered,Mumbai
502244,13740,2025-11-26,Social,Delivered,Kolkata
502245,11444,2024-11-23,Organic,Delivered,Kochi
502246,12070,2025-07-06,Paid Search,Delivered,Delhi
502247,10566,2024-05-06,Social,Delivered,Bhopal
502248,13085,2025-05-14,Affiliate,Delivered,Ahmedabad
502249,14020,2024-11-27,Paid Search,Delivered,Pune
502250,12423,2024-11-14,Direct,Delivered,Chennai
502251,11564,2025-07-05,Paid Search,Delivered,Hyderabad
502252,11665,2024-12-19,Direct,Delivered,Jaipur
502253,13251,2024-02-13,Organic,Delivered,Chennai
502254,13363,2024-10-11,Direct,Delivered,Noida
502255,12382,2025-12-05,Organic,Delivered,Chandigarh
502256,11238,2025-11-22,Affiliate,Delivered,Kolkata
502257,12053,2025-03-25,Direct,Delivered,Bhopal
502258,11638,2025-04-11,Paid Search,Delivered,Delhi
502259,10490,2024-07-11,Organic,Delivered,Bengaluru
502260,12029,2025-07-24,Direct,Delivered,Patna
502261,14245,2025-03-14,Direct,Delivered,Bhopal
502262,13074,2024-01-28,Affiliate,Delivered,Bengaluru
502263,10668,2025-11-25,Paid Search,Delivered,Ahmedabad
502264,14262,2025-09-15,Organic,Delivered,Kolkata
502265,11068,2024-02-29,Paid Search,Delivered,Mumbai
502266,13075,2024-11-01,Email,Delivered,Chandigarh
502267,12839,2025-06-26,Organic,Delivered,Ahmedabad
502268,13631,2025-06-22,Organic,Delivered,Bhopal
502269,13832,2024-05-02,Direct,Delivered,Kolkata
502270,11464,2024-01-30,Email,Delivered,Ghaziabad
502271,13889,2025-12-20,Email,Delivered,Patna
502272,12938,2025-10-15,Direct,Delivered,Chennai
502273,11749,2025-06-23,Social,Delivered,Ahmedabad
502274,10520,2025-04-27,Paid Search,Delivered,Ghaziabad
502275,12843,2025-05-16,Direct,Delivered,Gurugram
502276,12317,2024-11-30,Direct,Delivered,Ahmedabad
502277,12353,2025-05-15,Organic,Delivered,Mumbai
502278,13450,2024-08-09,Paid Search,Delivered,Chandigarh
502279,13545,2024-03-02,Paid Search,Delivered,Gurugram
502280,10899,2024-08-15,Organic,Delivered,Ahmedabad
502281,11482,2024-08-02,Organic,Delivered,Indore
502282,14511,2024-08-09,Organic,Delivered,Mumbai
502283,12971,2024-12-10,Email,Delivered,Lucknow
502284,12086,2024-04-05,Organic,Delivered,Lucknow
502285,14863,2024-10-25,Direct,Delivered,Mumbai
502286,13356,2024-12-05,Social,Delivered,Delhi
502287,14248,2024-05-17,Paid Search,Delivered,Kochi
502288,12350,2024-11-27,Affiliate,Delivered,Ghaziabad
502289,10818,2025-05-07,Email,Delivered,Bhopal
502290,13662,2024-10-28,Affiliate,Delivered,Pune
502291,14083,2024-01-02,Direct,Delivered,Lucknow
502292,12922,2025-05-28,Affiliate,Delivered,Bhopal
502293,12165,2025-02-26,Affiliate,Delivered,Ahmedabad
502294,10613,2024-11-02,Email,Delivered,Lucknow
502295,11229,2024-01-17,Paid Search,Delivered,Bhopal
502296,14624,2024-03-06,Email,Delivered,Delhi
502297,10843,2024-02-28,Social,Delivered,Lucknow
502298,13301,2025-09-14,Direct,Delivered,Ghaziabad
502299,13317,2024-08-13,Social,Delivered,Bhopal
502300,12361,2024-11-06,Organic,Delivered,Indore
502301,14984,2025-05-23,Social,Delivered,Hyderabad
502302,13384,2025-04-24,Paid Search,Delivered,Delhi
502303,14834,2024-02-17,Social,Delivered,Hyderabad
502304,11305,2025-11-10,Social,Delivered,Chandigarh
502305,13704,2024-07-12,Direct,Delivered,Chennai
502306,13845,2025-07-14,Paid Search,Delivered,Chandigarh
502307,14595,2025-08-31,Direct,Delivered,Patna
502308,12057,2025-01-28,Affiliate,Delivered,Gurugram
502309,11662,2024-04-28,Organic,Delivered,Bengaluru
502310,14026,2025-02-02,Paid Search,Delivered,Jaipur
502311,13595,2024-06-27,Direct,Delivered,Chennai
502312,11371,2025-09-13,Affiliate,Delivered,Ghaziabad
502313,11523,2025-07-05,Organic,Delivered,Ahmedabad
502314,13952,2025-08-25,Social,Delivered,Jaipur
502315,12848,2025-08-28,Paid Search,Delivered,Noida
502316,14534,2024-05-10,Email,Delivered,Kolkata
502317,13153,2024-01-23,Organic,Delivered,Patna
502318,14905,2025-04-02,Paid Search,Delivered,Delhi
502319,11637,2025-03-24,Paid Search,Delivered,Chandigarh
502320,13884,2025-09-24,Social,Delivered,Jaipur
502321,10951,2025-04-11,Paid Search,Delivered,Gurugram
502322,13521,2025-08-10,Email,Delivered,Indore
502323,12088,2024-09-11,Affiliate,Delivered,Bhopal
502324,12600,2024-04-01,Email,Delivered,Delhi
502325,14039,2024-01-28,Direct,Delivered,Kolkata
502326,10529,2024-11-14,Affiliate,Delivered,Delhi
502327,11119,2024-01-02,Organic,Delivered,Kolkata
502328,12800,2025-01-13,Organic,Delivered,Hyderabad
502329,12072,2024-10-19,Email,Delivered,Ghaziabad
502330,12817,2024-07-07,Email,Delivered,Pune
502331,12153,2025-03-08,Direct,Delivered,Jaipur
502332,10324,2025-05-11,Organic,Cancelled,Lucknow
502333,14683,2024-01-30,Paid Search,Delivered,Mumbai
502334,13454,2024-12-14,Direct,Delivered,Indore
502335,13051,2025-11-17,Direct,Delivered,Jaipur
502336,10745,2024-08-05,Social,Delivered,Delhi
502337,10988,2025-07-24,Social,Delivered,Mumbai
502338,12984,2024-09-03,Direct,Delivered,Indore
502339,10264,2024-07-17,Social,Delivered,Patna
502340,12364,2025-09-18,Affiliate,Delivered,Gurugram
502341,14447,2024-09-17,Direct,Delivered,Pune
502342,14376,2025-09-25,Paid Search,Delivered,Jaipur
502343,12574,2025-04-23,Paid Search,Delivered,Chennai
502344,11162,2025-08-16,Direct,Delivered,Hyderabad
502345,10370,2025-08-18,Paid Search,Delivered,Bhopal
502346,10857,2025-10-30,Organic,Delivered,Mumbai
502347,11404,2025-02-09,Social,Cancelled,Ahmedabad
502348,12756,2025-11-27,Email,Delivered,Bengaluru
502349,13629,2024-02-13,Paid Search,Cancelled,Jaipur
502350,12302,2024-12-25,Email,Delivered,Pune
502351,14133,2024-10-16,Paid Search,Delivered,Ahmedabad
502352,10807,2024-03-11,Organic,Delivered,Lucknow
502353,12118,2025-09-30,Paid Search,Delivered,Pune
502354,13069,2025-08-07,Social,Delivered,Kolkata
502355,10270,2025-07-01,Direct,Delivered,Pune
502356,14530,2025-04-08,Social,Delivered,Noida
502357,14976,2025-03-16,Direct,Delivered,Gurugram
502358,13702,2024-10-05,Organic,Delivered,Bhopal
502359,13515,2025-05-14,Paid Search,Delivered,Kochi
502360,11048,2025-12-14,Paid Search,Delivered,Bengaluru
502361,10915,2024-07-02,Affiliate,Delivered,Gurugram
502362,11193,2024-09-04,Email,Delivered,Patna
502363,10676,2024-03-20,Affiliate,Delivered,Bengaluru
502364,12788,2025-10-25,Paid Search,Delivered,Hyderabad
502365,14787,2025-01-22,Direct,Delivered,Bengaluru
502366,13388,2025-03-09,Affiliate,Cancelled,Jaipur
502367,14407,2024-07-13,Direct,Delivered,Indore
502368,14895,2024-01-27,Paid Search,Delivered,Chandigarh
502369,13311,2025-08-11,Organic,Delivered,Gurugram
502370,10525,2025-09-20,Email,Delivered,Gurugram
502371,14653,2024-09-06,Social,Delivered,Indore
502372,12732,2025-07-11,Affiliate,Delivered,Chandigarh
502373,12737,2025-02-22,Organic,Delivered,Jaipur
502374,14937,2025-04-14,Social,Delivered,Gurugram
502375,13420,2024-05-06,Organic,Delivered,Delhi
502376,10555,2025-03-25,Social,Delivered,Delhi
502377,13825,2024-04-27,Organic,Delivered,Jaipur
502378,14863,2024-06-08,Direct,Delivered,Jaipur
502379,11188,2024-09-17,Organic,Delivered,Indore
502380,12311,2024-06-05,Social,Delivered,Kolkata
502381,10519,2025-10-26,Organic,Delivered,Chennai
502382,13587,2024-01-22,Organic,Delivered,Patna
502383,10715,2025-10-22,Social,Delivered,Gurugram
502384,12127,2024-04-22,Organic,Delivered,Kochi
502385,13254,2025-09-28,Social,Delivered,Ghaziabad
502386,14206,2024-09-02,Organic,Delivered,Chennai
502387,11598,2025-11-04,Email,Delivered,Pune
502388,14543,2025-01-30,Direct,Delivered,Gurugram
502389,10122,2024-12-23,Affiliate,Delivered,Bengaluru
502390,10834,2024-04-05,Organic,Delivered,Chennai
502391,10595,2024-11-12,Social,Delivered,Chandigarh
502392,13737,2025-02-11,Organic,Delivered,Chandigarh
502393,11810,2025-12-19,Paid Search,Delivered,Ghaziabad
502394,10104,2024-07-11,Direct,Delivered,Pune
502395,13941,2024-03-01,Organic,Delivered,Mumbai
502396,11385,2024-07-04,Paid Search,Delivered,Chandigarh
502397,13412,2024-06-26,Affiliate,Delivered,Chennai
502398,12762,2025-11-23,Paid Search,Delivered,Delhi
502399,10558,2024-04-19,Paid Search,Delivered,Noida
502400,13017,2025-12-26,Direct,Delivered,Gurugram
502401,14306,2024-03-23,Organic,Delivered,Ahmedabad
502402,11827,2025-08-16,Affiliate,Delivered,Ahmedabad
502403,14168,2024-10-30,Organic,Delivered,Jaipur
502404,11353,2024-02-09,Direct,Delivered,Chandigarh
502405,11415,2025-03-24,Affiliate,Delivered,Bhopal
502406,10859,2025-06-16,Paid Search,Delivered,Mumbai
502407,11059,2025-09-05,Direct,Delivered,Hyderabad
502408,11199,2024-05-10,Organic,Delivered,Bhopal
502409,13249,2025-03-27,Direct,Delivered,Kolkata
502410,10652,2025-02-20,Email,Delivered,Ghaziabad
502411,12723,2024-11-19,Organic,Delivered,Delhi
502412,11306,2025-10-15,Social,Delivered,Kolkata
502413,10734,2024-11-05,Organic,Delivered,Noida
502414,14107,2024-10-04,Social,Delivered,Kolkata
502415,12700,2025-01-18,Social,Delivered,Chennai
502416,11438,2025-11-09,Paid Search,Delivered,Pune
502417,13193,2025-09-26,Affiliate,Delivered,Gurugram
502418,14539,2025-06-01,Direct,Delivered,Noida
502419,11414,2024-02-29,Social,Delivered,Pune
502420,11227,2024-08-08,Email,Delivered,Delhi
502421,13414,2024-01-12,Organic,Delivered,Chennai
502422,12460,2024-03-10,Direct,Delivered,Gurugram
502423,13369,2025-08-30,Direct,Delivered,Indore
502424,10838,2025-08-19,Direct,Delivered,Indore
502425,14665,2024-03-15,Affiliate,Delivered,Kochi
502426,10086,2024-11-30,Paid Search,Delivered,Chennai
502427,11369,2024-07-23,Organic,Delivered,Chandigarh
502428,13128,2024-02-23,Social,Delivered,Bengaluru
502429,12602,2024-10-05,Organic,Delivered,Patna
502430,11689,2024-03-16,Social,Delivered,Kochi
502431,14885,2025-06-22,Paid Search,Delivered,Jaipur
502432,11726,2025-12-07,Email,Delivered,Ghaziabad
502433,13393,2024-11-04,Email,Delivered,Pune
502434,12039,2024-06-26,Paid Search,Delivered,Gurugram
502435,12203,2024-12-31,Affiliate,Delivered,Chennai
502436,13889,2025-12-07,Paid Search,Delivered,Ghaziabad
502437,11772,2024-04-26,Paid Search,Delivered,Jaipur
502438,11999,2025-05-12,Paid Search,Delivered,Chennai
502439,13910,2024-03-09,Organic,Delivered,Chandigarh
502440,10433,2024-08-07,Paid Search,Delivered,Indore
502441,12162,2024-11-17,Paid Search,Delivered,Mumbai
502442,11394,2024-10-07,Organic,Delivered,Jaipur
502443,12412,2024-05-10,Paid Search,Delivered,Ghaziabad
502444,12881,2025-07-22,Social,Delivered,Chennai
502445,12146,2025-05-07,Affiliate,Delivered,Chennai
502446,14968,2024-11-14,Organic,Delivered,Noida
502447,14564,2024-11-02,Paid Search,Delivered,Ahmedabad
502448,10716,2024-02-24,Organic,Delivered,Bhopal
502449,13217,2025-04-27,Organic,Delivered,Gurugram
502450,11618,2024-06-16,Paid Search,Delivered,Chandigarh
502451,13576,2024-08-08,Social,Delivered,Bhopal
