return_id,order_id,return_date,return_reason,refund_status,refund_amount
800477,512672,2026-01-03,Quality Issue,Refunded,33994.54
800478,516923,2024-04-21,Changed Mind,Refunded,9353.15
800479,505152,2024-07-27,Changed Mind,Refunded,4231.12
800480,516752,2024-04-16,Damaged,Refunded,71555.04
800481,517425,2024-06-22,Quality Issue,Refunded,28112.5
800482,503519,2024-06-01,Size Issue,Refunded,1334.77
800483,511324,2025-12-31,Damaged,Refunded,13489.5
800484,515004,2024-07-22,Wrong Item,Refunded,8332.68
800485,515234,2025-03-06,Damaged,Processing,4994.78
800486,501859,2024-12-24,Changed Mind,Refunded,60892.48
800487,517595,2024-07-24,Quality Issue,Refunded,9937.51
800488,500269,2024-11-08,Quality Issue,Refunded,169552.49
800489,517522,2025-04-06,Size Issue,Refunded,56544.74
800490,511421,2025-06-12,Quality Issue,Refunded,9531.76
800491,513400,2024-04-03,Wrong Item,Refunded,6869.33
800492,509348,2025-05-09,Wrong Item,Refunded,127063.61
800493,506899,2025-10-08,Changed Mind,Refunded,238.51
800494,514004,2025-05-22,Quality Issue,Refunded,5761.62
800495,505299,2025-01-11,Changed Mind,Refunded,6511.3
800496,506049,2025-11-06,Size Issue,Refunded,5388.11
800497,504479,2025-11-28,Size Issue,Refunded,2374.29
800498,502639,2025-03-31,Wrong Item,Refunded,45688.52
800499,506229,2024-06-25,Quality Issue,Refunded,1487.22
800500,517916,2024-10-31,Changed Mind,Refunded,69091.13
800501,501418,2025-06-07,Wrong Item,Refunded,639.3
800502,515338,2025-10-07,Quality Issue,Refunded,26966.16
800503,505587,2025-01-09,Damaged,Refunded,8218.04
800504,515448,2025-02-12,Quality Issue,Refunded,3584.57
800505,510514,2025-07-11,Changed Mind,Refunded,10212.18
800506,508754,2024-11-21,Damaged,Processing,2868.74
800507,504408,2024-10-16,Wrong Item,Refunded,10434.97
800508,504842,2025-06-13,Damaged,Refunded,13989.13
800509,511482,2025-06-10,Size Issue,Refunded,155216.37
800510,508850,2024-08-15,Damaged,Refunded,56154.52
800511,515572,2024-01-24,Wrong Item,Processing,12056.2
800512,505480,2024-04-16,Damaged,Refunded,13457.96
800513,511957,2025-09-28,Quality Issue,Refunded,9937.51
800514,505110,2024-06-23,Damaged,Refunded,343.86
800515,507370,2024-06-15,Size Issue,Refunded,8645.84
800516,503150,2024-08-13,Size Issue,Refunded,1002.96
800517,513785,2025-04-01,Quality Issue,Refunded,1712.26
800518,517662,2024-09-18,Quality Issue,Refunded,211940.61
800519,510719,2025-11-24,Size Issue,Processing,1766.91
800520,505106,2025-12-07,Quality Issue,Refunded,7937.76
800521,509363,2025-11-20,Size Issue,Refunded,46372.18
800522,515116,2025-01-27,Changed Mind,Refunded,180149.52
800523,500313,2026-01-10,Changed Mind,Refunded,17196.51
800524,514352,2024-07-22,Size Issue,Refunded,23973.94
800525,512389,2024-07-01,Quality Issue,Refunded,10460.54
800526,512716,2024-07-17,Size Issue,Processing,1429.34
800527,510162,2024-04-10,Size Issue,Refunded,22978.29
800528,517382,2024-04-28,Size Issue,Refunded,37852.24
800529,505163,2025-01-28,Quality Issue,Refunded,16549.96
800530,516597,2024-02-28,Quality Issue,Refunded,5334.45
800531,510934,2024-05-18,Damaged,Refunded,48728.19
800532,508625,2024-06-07,Size Issue,Refunded,858.28
800533,502134,2025-01-16,Wrong Item,Refunded,2572.44
800534,517313,2025-07-02,Size Issue,Refunded,485.26
800535,516027,2024-12-27,Changed Mind,Refunded,5210.66
800536,508116,2025-12-13,Size Issue,Refunded,714.67
800537,503503,2024-06-18,Quality Issue,Refunded,12952.21
800538,503025,2025-09-24,Size Issue,Refunded,38880.38
800539,502198,2025-08-26,Wrong Item,Refunded,1240.86
800540,502820,2024-03-31,Damaged,Refunded,6409.46
800541,508063,2025-10-01,Size Issue,Refunded,6299.59
800542,506343,2025-11-12,Wrong Item,Refunded,759.32
800543,506508,2025-08-07,Wrong Item,Refunded,29288.66
800544,510557,2024-10-06,Changed Mind,Refunded,12161.16
800545,514676,2025-10-16,Size Issue,Refunded,77157.04
800546,514844,2026-01-02,Damaged,Refunded,4718.58
800547,505471,2024-07-09,Size Issue,Refunded,1276.59
800548,503545,2024-07-11,Quality Issue,Refunded,5518.05
800549,516558,2025-05-30,Quality Issue,Refunded,6600.09
800550,501696,2025-01-20,Size Issue,Refunded,3873.17
800551,502147,2024-03-09,Changed Mind,Refunded,60427.79
800552,509075,2025-03-07,Wrong Item,Refunded,16908.3
800553,511981,2025-03-07,Damaged,Refunded,9902.98
800554,503857,2024-07-11,Damaged,Refunded,3729.97
800555,513777,2025-11-20,Damaged,Refunded,4147.19
800556,502008,2024-11-05,Quality Issue,Refunded,24481.08
800557,500376,2025-11-14,Size Issue,Refunded,10492.81
800558,503929,2024-04-07,Changed Mind,Refunded,9573.83
800559,511920,2024-07-12,Size Issue,Refunded,5515.98
800560,514376,2024-09-04,Damaged,Refunded,505.21
800561,516421,2025-10-08,Wrong Item,Refunded,6293.58
800562,507606,2024-12-21,Damaged,Refunded,58308.22
800563,515145,2024-12-04,Quality Issue,Refunded,1875.06
800564,506678,2025-10-06,Size Issue,Refunded,624.71
800565,501620,2024-09-03,Quality Issue,Refunded,1234.14
800566,510397,2025-08-10,Wrong Item,Refunded,20451.68
800567,504869,2025-06-19,Size Issue,Refunded,2406.77
800568,517851,2025-02-13,Damaged,Refunded,6233.42
800569,507184,2025-12-28,Size Issue,Refunded,12541.31
800570,511170,2025-02-10,Quality Issue,Refunded,89176.01
800571,508840,2025-03-17,Size Issue,Refunded,7616.7
800572,514565,2024-08-01,Size Issue,Refunded,456.17
800573,511945,2025-03-03,Size Issue,Refunded,1575.76
800574,517373,2025-01-24,Changed Mind,Refunded,9704.81
800575,517787,2025-12-03,Damaged,Refunded,51823.07
800576,517901,2024-04-25,Wrong Item,Refunded,361.52
800577,510484,2024-08-19,Quality Issue,Refunded,13610.31
800578,507233,2024-08-07,Size Issue,Refunded,6890.5
800579,506537,2024-04-26,Size Issue,Refunded,4978.31
800580,511258,2025-04-10,Quality Issue,Refunded,7568.04
800581,512144,2025-02-17,Changed Mind,Refunded,8715.53
800582,502944,2025-08-22,Quality Issue,Refunded,38867.3
800583,502990,2024-06-19,Size Issue,Refunded,10460.54
800584,501729,2025-01-21,Quality Issue,Refunded,5558.46
800585,500870,2025-11-12,Changed Mind,Refunded,12262.17
800586,508735,2025-04-29,Size Issue,Refunded,53510.27
800587,510076,2024-05-03,Damaged,Refunded,9692.64
800588,503749,2025-11-16,Size Issue,Refunded,384.12
800589,501909,2025-07-09,Wrong Item,Refunded,4274.68
800590,513784,2024-10-15,Size Issue,Refunded,1862.11
800591,501714,2025-05-24,Size Issue,Refunded,1849.16
800592,503083,2024-11-03,Wrong Item,Refunded,4110.39
800593,517174,2024-10-05,Wrong Item,Refunded,11211.71
800594,515586,2025-09-09,Quality Issue,Refunded,4503.82
800595,516925,2025-02-09,Size Issue,Refunded,18075.12
800596,506779,2024-10-21,Quality Issue,Refunded,4647.6
800597,517794,2026-01-16,Wrong Item,Refunded,4254.19
800598,513866,2024-02-21,Wrong Item,Refunded,10490.1
800599,507090,2024-11-27,Quality Issue,Refunded,11920.63
800600,517876,2025-03-10,Damaged,Refunded,1395.96
800601,512312,2024-03-11,Quality Issue,Refunded,54886.02
800602,511175,2024-07-31,Quality Issue,Refunded,2736.48
800603,517940,2025-03-01,Quality Issue,Refunded,12535.14
800604,505880,2025-07-17,Damaged,Refunded,21374.59
800605,503063,2024-12-01,Damaged,Refunded,24382.54
800606,516613,2024-06-16,Quality Issue,Processing,6589.97
800607,515044,2025-08-17,Quality Issue,Refunded,198.76
800608,508312,2025-08-05,Size Issue,Refunded,9165.47
800609,503418,2024-02-22,Damaged,Refunded,43658.23
800610,514970,2024-07-20,Size Issue,Refunded,1511.58
800611,513850,2024-02-14,Damaged,Refunded,7411.28
800612,512014,2024-08-30,Damaged,Refunded,26676.35
800613,512612,2025-09-10,Size Issue,Refunded,18344.36
800614,516253,2024-08-05,Wrong Item,Refunded,1265.56
800615,517180,2024-11-06,Quality Issue,Refunded,8020.04
800616,501854,2025-05-31,Damaged,Processing,257.82
800617,511879,2025-12-29,Wrong Item,Refunded,66744.1
800618,509391,2025-01-21,Quality Issue,Refunded,22388.45
800619,504271,2025-07-06,Quality Issue,Refunded,490.84
800620,516896,2025-02-26,Changed Mind,Refunded,2660.66
800621,511696,2024-10-28,Wrong Item,Refunded,887.42
800622,506914,2025-05-27,Changed Mind,Refunded,3163.99
800623,511750,2025-09-16,Size Issue,Refunded,19838.25
800624,512206,2025-04-11,Wrong Item,Refunded,10983.25
800625,506574,2024-09-11,Damaged,Refunded,12877.79
800626,503951,2025-06-03,Wrong Item,Refunded,57959.17
800627,502867,2024-08-16,Wrong Item,Refunded,48225.12
800628,507085,2025-08-11,Size Issue,Refunded,1128.78
800629,504149,2025-11-22,Quality Issue,Refunded,50234.13
800630,505534,2024-12-03,Size Issue,Refunded,54606.06
800631,514643,2024-05-11,Size Issue,Refunded,8799.28
800632,507770,2024-06-08,Size Issue,Refunded,4398.41
800633,505824,2024-10-31,Damaged,Refunded,1734.87
800634,505643,2024-10-27,Wrong Item,Refunded,30075.67
800635,515464,2025-04-07,Size Issue,Refunded,8655.57
800636,516600,2025-09-20,Wrong Item,Refunded,686.21
800637,511443,2025-03-08,Size Issue,Refunded,5778.43
800638,516515,2025-11-30,Changed Mind,Refunded,46470.54
800639,510495,2025-12-31,Wrong Item,Refunded,39655.55
800640,508036,2024-07-28,Size Issue,Refunded,18002.29
800641,508166,2025-02-28,Quality Issue,Refunded,461.97
800642,507817,2025-07-18,Size Issue,Refunded,1926.05
800643,513779,2025-10-05,Damaged,Processing,2967.45
800644,503411,2024-04-10,Changed Mind,Refunded,7963.91
800645,515685,2025-02-22,Changed Mind,Refunded,4678.06
800646,516468,2024-07-31,Size Issue,Refunded,27995.65
800647,501545,2024-10-25,Size Issue,Refunded,10666.17
800648,511323,2024-09-07,Size Issue,Refunded,47328.42
800649,501530,2024-05-28,Damaged,Refunded,6270.68
800650,501573,2025-04-03,Changed Mind,Refunded,21151.75
800651,500062,2024-03-17,Changed Mind,Processing,1846.95
800652,510920,2025-06-18,Wrong Item,Refunded,37080.53
800653,507188,2025-05-26,Quality Issue,Refunded,9965.67
800654,511714,2024-06-09,Damaged,Refunded,829.15
800655,513682,2025-01-29,Wrong Item,Refunded,1049.26
800656,505427,2025-05-05,Quality Issue,Refunded,1199.87
800657,503080,2024-12-30,Wrong Item,Refunded,3107.43
800658,509947,2024-12-09,Damaged,Refunded,24960.01
800659,504038,2024-03-01,Wrong Item,Refunded,2846.92
800660,501185,2025-12-16,Damaged,Refunded,7961.04
800661,517084,2025-08-10,Quality Issue,Refunded,7080.73
800662,513245,2025-09-01,Changed Mind,Refunded,21327.98
800663,505563,2025-10-18,Quality Issue,Refunded,65282.59
800664,505835,2024-05-13,Wrong Item,Refunded,52583.04
800665,511251,2024-10-13,Quality Issue,Refunded,6170.6
800666,513630,2025-06-24,Damaged,Refunded,7086.42
800667,515056,2024-07-30,Damaged,Refunded,1752.23
800668,514969,2024-10-29,Wrong Item,Refunded,1860.62
800669,510913,2025-06-12,Changed Mind,Processing,105431.61
800670,509566,2024-04-07,Wrong Item,Refunded,728.43
800671,502537,2025-05-29,Size Issue,Refunded,8179.57
800672,508929,2025-04-30,Size Issue,Refunded,25390.84
800673,510466,2025-12-28,Size Issue,Refunded,13176.14
800674,516623,2024-05-28,Damaged,Refunded,9107.14
800675,503136,2024-10-11,Size Issue,Refunded,4365.37
800676,510467,2025-09-04,Quality Issue,Refunded,30015.5
800677,504074,2025-09-06,Size Issue,Refunded,25082.62
800678,510129,2024-03-02,Quality Issue,Refunded,5281.33
800679,511838,2024-06-15,Quality Issue,Refunded,109514.67
800680,504478,2025-02-24,Wrong Item,Refunded,3023.44
800681,517711,2024-06-13,Changed Mind,Refunded,17026.7
800682,515284,2024-08-31,Quality Issue,Refunded,23106.82
800683,514239,2024-06-29,Size Issue,Refunded,986.42
800684,503696,2024-08-27,Wrong Item,Refunded,2936.94
800685,513601,2025-06-18,Size Issue,Refunded,6991.55
800686,515150,2024-07-02,Damaged,Refunded,3373.3
800687,510408,2025-08-04,Size Issue,Refunded,2701.38
800688,500498,2025-11-05,Changed Mind,Refunded,286.47
800689,516088,2024-07-26,Quality Issue,Refunded,903.57
800690,508998,2024-10-11,Damaged,Refunded,4560.43
800691,514181,2024-05-27,Size Issue,Refunded,1056.79
800692,514842,2024-03-29,Changed Mind,Refunded,10078.62
800693,513153,2024-11-12,Size Issue,Refunded,67114.53
800694,501522,2024-03-12,Damaged,Refunded,57507.59
800695,513628,2024-05-12,Quality Issue,Refunded,1348.98
800696,516634,2024-03-19,Quality Issue,Refunded,24767.57
800697,506421,2025-08-10,Quality Issue,Refunded,1420.83
800698,509381,2025-09-24,Size Issue,Refunded,992.14
800699,505754,2025-07-30,Damaged,Refunded,15599.03
800700,512873,2024-04-12,Damaged,Refunded,1874.81
800701,508086,2024-06-19,Quality Issue,Processing,1857.07
800702,507987,2025-06-04,Quality Issue,Refunded,4447.64
800703,502807,2024-06-17,Quality Issue,Refunded,8862.45
800704,515194,2024-08-23,Quality Issue,Refunded,5764.62
800705,509228,2024-02-05,Quality Issue,Refunded,4922.12
800706,506934,2024-06-14,Size Issue,Refunded,30974.85
800707,515823,2024-07-19,Size Issue,Refunded,2140.06
800708,505420,2025-10-21,Size Issue,Refunded,4774.77
800709,511412,2024-09-11,Changed Mind,Refunded,1603.1
800710,511674,2024-09-19,Wrong Item,Refunded,1133.67
800711,500073,2024-11-24,Changed Mind,Refunded,9633.82
800712,502139,2025-04-28,Wrong Item,Processing,1667.78
800713,515512,2024-06-13,Size Issue,Refunded,3025.68
800714,511344,2025-09-12,Size Issue,Refunded,8682.59
800715,502164,2025-04-26,Quality Issue,Refunded,15783.71
800716,507218,2024-11-23,Size Issue,Processing,7471.67
800717,506797,2025-09-12,Damaged,Refunded,3523.47
800718,515398,2024-05-05,Changed Mind,Processing,46323.74
800719,501419,2025-01-12,Quality Issue,Refunded,73752.96
800720,509470,2025-10-28,Size Issue,Refunded,91468.62
800721,503178,2025-01-13,Wrong Item,Processing,10326.04
800722,502405,2025-04-15,Quality Issue,Refunded,4921.39
800723,502525,2025-12-07,Wrong Item,Refunded,887.48
800724,509560,2024-07-27,Damaged,Refunded,104868.57
800725,503803,2024-06-30,Quality Issue,Refunded,12901.33
800726,516687,2026-01-15,Wrong Item,Refunded,8759.7
800727,506736,2025-01-03,Wrong Item,Refunded,60608.62
800728,512068,2024-05-26,Size Issue,Refunded,186546.05
800729,514854,2025-12-13,Changed Mind,Refunded,31724.89
800730,512293,2025-03-06,Quality Issue,Refunded,2671.07
800731,503635,2025-01-30,Damaged,Refunded,98812.27
800732,517098,2024-04-24,Changed Mind,Refunded,2337.82
800733,515935,2024-07-18,Size Issue,Refunded,2923.87
800734,502713,2025-05-14,Quality Issue,Refunded,11809.89
800735,503669,2024-04-13,Wrong Item,Refunded,57078.52
800736,515966,2025-03-06,Size Issue,Processing,759.32
800737,502191,2024-08-16,Changed Mind,Refunded,7290.19
800738,507755,2024-08-13,Size Issue,Processing,1483.35
800739,506068,2024-04-08,Wrong Item,Refunded,10894.41
800740,503521,2024-11-22,Quality Issue,Refunded,2281.69
800741,502077,2025-09-25,Size Issue,Refunded,3617.74
800742,504166,2024-11-11,Quality Issue,Refunded,6937.5
800743,507465,2025-02-08,Quality Issue,Refunded,26256.63
800744,512950,2024-10-25,Changed Mind,Refunded,13710.46
800745,517048,2024-08-08,Changed Mind,Refunded,1611.53
800746,512128,2025-01-25,Changed Mind,Refunded,5802.98
800747,510503,2025-02-10,Changed Mind,Processing,6994.57
800748,510083,2024-11-29,Wrong Item,Refunded,19987.21
800749,502202,2024-07-02,Size Issue,Refunded,1769.0
800750,504286,2024-05-05,Quality Issue,Refunded,454.91
800751,500013,2025-03-11,Damaged,Refunded,27827.94
800752,514605,2025-12-25,Size Issue,Refunded,3577.42
800753,508455,2025-01-26,Size Issue,Refunded,1525.94
800754,501238,2024-04-16,Changed Mind,Refunded,20193.4
800755,512452,2025-02-20,Damaged,Refunded,14148.07
800756,503589,2025-08-09,Quality Issue,Processing,43063.76
800757,510353,2025-06-14,Size Issue,Refunded,8567.01
800758,511525,2025-12-10,Size Issue,Processing,9897.46
800759,507240,2025-01-20,Wrong Item,Refunded,1048.43
800760,513861,2024-02-29,Quality Issue,Refunded,8878.94
800761,513941,2024-05-06,Quality Issue,Refunded,23541.33
800762,501737,2024-08-06,Quality Issue,Refunded,8158.65
800763,507418,2024-05-03,Size Issue,Refunded,185480.09
800764,511908,2024-03-15,Damaged,Refunded,13314.65
800765,504282,2025-02-01,Size Issue,Refunded,316.16
800766,505361,2024-11-02,Size Issue,Refunded,594.24
800767,502579,2024-10-12,Size Issue,Refunded,6882.96
800768,507905,2024-04-07,Wrong Item,Refunded,4409.05
800769,502743,2025-05-25,Changed Mind,Refunded,8136.12
800770,505794,2024-03-14,Size Issue,Refunded,1537.8
800771,511600,2024-07-05,Quality Issue,Refunded,2936.94
800772,506256,2024-04-27,Size Issue,Processing,12604.11
800773,504417,2024-03-25,Changed Mind,Refunded,3809.54
800774,507140,2026-01-07,Changed Mind,Refunded,9768.42
800775,507412,2025-02-25,Wrong Item,Refunded,43428.06
800776,502973,2025-12-16,Size Issue,Refunded,1447.71
800777,500072,2024-12-07,Quality Issue,Refunded,59725.71
800778,506031,2025-02-06,Quality Issue,Refunded,4436.45
800779,514914,2024-02-18,Damaged,Refunded,3748.96
800780,507241,2024-02-07,Size Issue,Refunded,1455.11
800781,512856,2025-07-03,Size Issue,Refunded,5517.02
800782,515441,2024-07-31,Changed Mind,Refunded,63043.8
800783,516924,2025-09-08,Changed Mind,Refunded,114221.3
800784,512094,2025-04-21,Quality Issue,Refunded,3519.49
800785,515350,2024-11-04,Quality Issue,Processing,887.42
800786,500178,2025-08-25,Changed Mind,Refunded,10835.21
800787,501648,2026-01-12,Quality Issue,Refunded,15434.69
800788,511729,2024-05-04,Damaged,Refunded,10434.97
800789,515076,2024-02-12,Quality Issue,Refunded,513.81
800790,513046,2024-02-17,Changed Mind,Refunded,1245.28
800791,514264,2025-01-14,Quality Issue,Refunded,1183.96
800792,504432,2025-06-27,Damaged,Refunded,626.19
800793,512018,2024-06-07,Size Issue,Refunded,5707.23
800794,516516,2024-11-08,Damaged,Processing,10259.86
800795,510850,2025-01-21,Quality Issue,Refunded,95079.93
800796,501009,2025-11-27,Quality Issue,Refunded,1372.2
800797,512890,2025-05-11,Size Issue,Refunded,3675.21
800798,507267,2025-09-21,Damaged,Refunded,92384.46
800799,515557,2025-12-06,Quality Issue,Refunded,66381.95
800800,510806,2025-09-30,Size Issue,Refunded,12690.49
800801,514711,2024-08-10,Size Issue,Refunded,2729.95
800802,510253,2024-02-25,Damaged,Refunded,92842.39
800803,505864,2024-01-30,Changed Mind,Refunded,219245.96
800804,504669,2025-01-27,Changed Mind,Refunded,16666.26
800805,506011,2024-05-22,Changed Mind,Refunded,40544.42
800806,508913,2025-01-30,Damaged,Refunded,14942.91
800807,513700,2025-09-21,Size Issue,Processing,5274.37
800808,515582,2024-05-16,Changed Mind,Refunded,105768.53
800809,508677,2024-03-14,Damaged,Refunded,29453.52
800810,504008,2024-05-09,Quality Issue,Refunded,9825.43
800811,514372,2025-12-07,Size Issue,Refunded,634.05
800812,517234,2025-06-15,Size Issue,Refunded,1774.64
800813,514584,2025-08-09,Quality Issue,Refunded,12690.64
800814,502131,2024-10-17,Quality Issue,Refunded,2082.75
800815,506549,2025-10-27,Changed Mind,Refunded,1504.44
800816,516273,2025-12-25,Size Issue,Refunded,445.95
800817,507909,2025-08-09,Size Issue,Processing,10170.94
800818,501977,2025-11-27,Size Issue,Refunded,26118.97
800819,506644,2024-10-31,Size Issue,Refunded,5919.05
800820,506318,2024-11-13,Size Issue,Refunded,7830.02
800821,514979,2025-06-08,Quality Issue,Refunded,27003.95
800822,504334,2025-09-02,Quality Issue,Refunded,42759.78
800823,509839,2025-07-25,Size Issue,Refunded,14943.35
800824,517612,2024-03-26,Quality Issue,Refunded,1774.64
800825,516252,2024-08-24,Wrong Item,Refunded,37480.36
800826,513396,2024-12-26,Size Issue,Refunded,3013.01
800827,501257,2024-01-27,Size Issue,Refunded,18978.4
800828,506235,2024-02-09,Damaged,Refunded,38963.2
800829,510362,2025-07-26,Size Issue,Refunded,6830.55
800830,511035,2025-06-08,Quality Issue,Refunded,26350.4
800831,517975,2024-11-04,Damaged,Refunded,2468.24
800832,514423,2025-11-02,Size Issue,Refunded,616.04
800833,512987,2024-06-29,Changed Mind,Refunded,26829.48
800834,512801,2025-07-03,Quality Issue,Refunded,74736.94
800835,511996,2025-09-06,Quality Issue,Refunded,22363.42
800836,513365,2024-10-25,Wrong Item,Refunded,27155.4
800837,503859,2024-09-29,Quality Issue,Refunded,810.35
800838,503788,2025-09-03,Damaged,Refunded,1259.45
800839,514785,2024-11-19,Damaged,Refunded,1798.24
800840,512971,2024-09-21,Size Issue,Refunded,20122.47
800841,500573,2024-05-28,Wrong Item,Refunded,9685.41
800842,502588,2025-02-28,Size Issue,Refunded,28169.9
800843,509596,2024-10-27,Quality Issue,Refunded,2809.38
800844,508314,2025-07-30,Changed Mind,Refunded,35400.1
800845,508446,2024-10-26,Size Issue,Refunded,2002.31
800846,506099,2024-09-29,Changed Mind,Refunded,674.97
800847,509128,2025-05-18,Quality Issue,Processing,1792.28
800848,505635,2025-08-27,Quality Issue,Refunded,52018.75
800849,512385,2024-07-25,Damaged,Refunded,37415.28
800850,503762,2024-10-10,Damaged,Refunded,2113.58
800851,517864,2025-05-06,Wrong Item,Refunded,67993.07
800852,506550,2025-08-24,Changed Mind,Refunded,2989.45
800853,510220,2024-10-11,Size Issue,Refunded,13716.68
800854,501488,2025-08-20,Damaged,Refunded,803.18
800855,509069,2025-11-12,Quality Issue,Refunded,4890.43
800856,511169,2025-06-23,Wrong Item,Refunded,1359.57
800857,506492,2024-06-27,Quality Issue,Refunded,1537.8
800858,509545,2024-08-22,Quality Issue,Refunded,23229.62
800859,507879,2026-01-12,Damaged,Refunded,10951.39
800860,512442,2024-05-07,Size Issue,Refunded,6796.23
800861,504383,2025-04-08,Damaged,Refunded,29194.17
800862,510393,2024-12-12,Size Issue,Refunded,14514.41
800863,516385,2025-09-01,Size Issue,Refunded,47121.63
800864,502443,2024-06-06,Size Issue,Refunded,8699.49
800865,503536,2024-11-12,Size Issue,Refunded,619.87
800866,515945,2024-06-27,Size Issue,Refunded,4209.7
800867,517926,2024-12-13,Size Issue,Refunded,4545.29
800868,511333,2025-04-03,Quality Issue,Refunded,23846.75
800869,511213,2025-07-11,Wrong Item,Refunded,6736.11
800870,510318,2025-04-10,Quality Issue,Refunded,11081.74
800871,504732,2024-07-05,Size Issue,Refunded,13687.75
800872,504651,2025-01-09,Damaged,Refunded,4833.71
800873,511340,2025-01-21,Changed Mind,Refunded,2096.86
800874,511748,2025-12-04,Damaged,Refunded,5823.08
800875,510366,2025-11-08,Damaged,Refunded,2436.07
800876,512286,2024-02-18,Size Issue,Refunded,28869.25
800877,504233,2024-09-12,Quality Issue,Refunded,3815.26
800878,510478,2025-03-29,Wrong Item,Refunded,1003.97
800879,500997,2024-09-05,Size Issue,Refunded,8550.39
800880,514140,2024-03-01,Damaged,Refunded,1575.85
800881,505829,2025-12-01,Quality Issue,Refunded,5813.36
800882,506516,2025-04-11,Damaged,Refunded,108265.15
800883,517312,2025-06-21,Quality Issue,Refunded,1894.34
800884,500952,2025-06-11,Damaged,Refunded,30926.74
800885,502765,2024-05-18,Quality Issue,Refunded,1451.25
800886,514746,2024-06-18,Wrong Item,Refunded,4476.1
800887,511975,2024-04-12,Size Issue,Refunded,2168.0
800888,511488,2025-03-03,Size Issue,Refunded,23228.87
800889,514167,2024-09-24,Size Issue,Refunded,29942.16
800890,508690,2024-10-21,Quality Issue,Refunded,8857.37
800891,501717,2024-12-01,Size Issue,Refunded,8991.82
800892,511293,2024-04-27,Size Issue,Refunded,13936.24
800893,515742,2025-11-05,Size Issue,Refunded,4476.68
800894,504114,2024-06-25,Wrong Item,Refunded,3286.04
800895,500826,2025-02-10,Changed Mind,Refunded,1926.05
800896,504179,2025-07-02,Size Issue,Refunded,54281.21
800897,509210,2024-11-07,Damaged,Refunded,2669.92
800898,513328,2025-04-14,Size Issue,Processing,3253.85
800899,507959,2024-09-27,Wrong Item,Refunded,3381.95
800900,508908,2025-05-07,Damaged,Refunded,9846.18
800901,508029,2024-08-01,Damaged,Refunded,4221.89
800902,508122,2025-05-24,Damaged,Refunded,436.14
800903,506181,2025-12-16,Damaged,Refunded,142535.96
800904,501733,2024-09-22,Damaged,Refunded,7349.18
800905,504833,2025-12-24,Size Issue,Processing,600.68
800906,512476,2025-02-25,Damaged,Processing,46111.44
800907,511712,2025-02-14,Damaged,Refunded,46705.18
800908,508695,2024-04-28,Quality Issue,Refunded,6359.77
800909,506321,2025-12-25,Quality Issue,Refunded,1685.21
800910,507343,2024-02-02,Wrong Item,Refunded,989.41
800911,502381,2025-11-25,Quality Issue,Refunded,5524.8
800912,517242,2024-05-04,Size Issue,Refunded,11678.88
800913,516272,2025-10-03,Size Issue,Refunded,35293.89
800914,515501,2024-06-10,Wrong Item,Refunded,2477.47
800915,504062,2024-03-09,Damaged,Refunded,795.63
800916,513932,2024-02-04,Changed Mind,Refunded,4648.56
800917,508797,2024-08-05,Changed Mind,Processing,1476.97
800918,512982,2025-02-13,Changed Mind,Refunded,1872.03
800919,501660,2024-10-25,Wrong Item,Refunded,18625.64
800920,503296,2025-02-19,Size Issue,Refunded,19212.82
800921,506188,2025-02-20,Size Issue,Refunded,4897.06
800922,513379,2025-07-13,Size Issue,Refunded,6462.36
800923,502809,2024-05-05,Size Issue,Refunded,13789.19
800924,500722,2025-03-08,Quality Issue,Refunded,1018.17
800925,517805,2025-07-16,Quality Issue,Refunded,13410.71
800926,508491,2025-12-21,Size Issue,Refunded,14624.52
800927,500887,2025-07-18,Quality Issue,Refunded,30717.05
800928,503858,2024-08-23,Changed Mind,Processing,3161.42
800929,502802,2024-11-11,Quality Issue,Refunded,70581.41
800930,506271,2025-08-09,Wrong Item,Refunded,3372.05
800931,502630,2024-03-25,Changed Mind,Refunded,10168.33
800932,505370,2024-12-27,Wrong Item,Refunded,1196.32
800933,502476,2025-05-25,Wrong Item,Processing,20790.21
800934,514016,2024-02-04,Size Issue,Refunded,4286.63
800935,508826,2025-09-10,Damaged,Refunded,3495.86
800936,504079,2025-03-26,Damaged,Refunded,2341.14
800937,507769,2025-11-27,Size Issue,Refunded,8770.24
800938,514765,2025-04-02,Quality Issue,Refunded,4252.91
800939,503037,2024-10-28,Quality Issue,Processing,635.26
800940,505305,2025-10-03,Quality Issue,Refunded,1093.56
800941,510272,2024-02-15,Damaged,Refunded,5500.74
800942,511618,2025-01-02,Damaged,Refunded,5356.54
800943,505861,2024-06-08,Changed Mind,Refunded,45252.5
800944,515612,2024-02-23,Size Issue,Processing,1146.02
800945,513486,2024-10-24,Size Issue,Refunded,11449.29
800946,505879,2025-03-01,Damaged,Refunded,688.8
800947,503612,2024-02-04,Wrong Item,Refunded,4347.92
800948,512788,2025-05-14,Size Issue,Refunded,4687.76
800949,510276,2024-08-27,Changed Mind,Refunded,2730.16
800950,515073,2025-06-10,Size Issue,Refunded,24659.79
800951,505641,2024-11-04,Size Issue,Refunded,7422.89
800952,503436,2024-01-20,Damaged,Refunded,3158.49
800953,508597,2025-10-18,Quality Issue,Refunded,9616.55
800954,515277,2024-12-05,Size Issue,Refunded,2697.08
